session_id,outcome,color
12133256,7,T
12133257,0,Bonus
12133258,10,CT
12133259,8,CT
12133260,5,T
12133261,5,T
12133262,3,T
12133263,14,CT
12133264,13,CT
12133265,5,T
12133266,14,CT
12133267,6,T
12133268,1,T
12133269,0,Bonus
12133270,4,T
12133271,4,T
12133272,13,CT
12133273,2,T
12133274,9,CT
12133275,10,CT
12133276,13,CT
12133277,2,T
12133278,10,CT
12133279,5,T
12133280,9,CT
12133281,13,CT
12133282,13,CT
12133283,3,T
12133284,9,CT
12133285,12,CT
12133286,2,T
12133287,2,T
12133288,13,CT
12133289,14,CT
12133290,11,CT
12133291,13,CT
12133292,9,CT
12133293,4,T
12133294,0,Bonus
12133295,4,T
12133296,14,CT
12133297,6,T
12133298,10,CT
12133299,14,CT
12133300,4,T
12133301,11,CT
12133302,4,T
12133303,5,T
12133304,12,CT
12133305,2,T
12133306,7,T
12133307,9,CT
12133308,2,T
12133309,3,T
12133310,3,T
12133311,8,CT
12133312,1,T
12133313,4,T
12133314,4,T
12133315,14,CT
12133316,12,CT
12133317,4,T
12133318,13,CT
12133319,11,CT
12133320,11,CT
12133321,2,T
12133322,11,CT
12133323,2,T
12133324,1,T
12133325,3,T
12133326,13,CT
12133327,10,CT
12133328,1,T
12133329,3,T
12133330,2,T
12133331,9,CT
12133332,10,CT
12133333,14,CT
12133334,0,Bonus
12133335,11,CT
12133336,8,CT
12133337,9,CT
12133338,0,Bonus
12133339,9,CT
12133340,5,T
12133341,10,CT
12133342,1,T
12133343,13,CT
12133344,1,T
12133345,13,CT
12133346,4,T
12133347,14,CT
12133348,14,CT
12133349,2,T
12133350,1,T
12133351,11,CT
12133352,3,T
12133353,14,CT
12133354,7,T
12133355,5,T
12133356,1,T
12133357,4,T
12133358,10,CT
12133359,0,Bonus
12133360,6,T
12133361,14,CT
12133362,4,T
12133363,6,T
12133364,14,CT
12133365,14,CT
12133366,1,T
12133367,3,T
12133368,14,CT
12133369,12,CT
12133370,9,CT
12133371,11,CT
12133372,5,T
12133373,14,CT
12133374,14,CT
12133375,7,T
12133376,13,CT
12133377,0,Bonus
12133378,7,T
12133379,8,CT
12133380,6,T
12133381,3,T
12133382,4,T
12133383,10,CT
12133384,10,CT
12133385,5,T
12133386,10,CT
12133387,11,CT
12133388,2,T
