session_id,outcome,color
12079482,13,CT
12079483,5,T
12079484,9,CT
12079485,7,T
12079486,0,Bonus
12079487,12,CT
12079488,2,T
12079489,12,CT
12079490,10,CT
12079491,4,T
12079492,2,T
12079493,10,CT
12079494,14,CT
12079495,8,CT
12079496,10,CT
12079497,11,CT
12079498,10,CT
12079499,5,T
12079500,3,T
12079501,10,CT
12079502,13,CT
12079503,9,CT
12079504,2,T
12079505,3,T
12079506,9,CT
12079507,8,CT
12079508,5,T
12079509,10,CT
12079510,11,CT
12079511,0,Bonus
12079512,1,T
12079513,10,CT
12079514,11,CT
12079515,8,CT
12079516,5,T
12079517,14,CT
12079518,12,CT
12079519,9,CT
12079520,14,CT
12079521,2,T
12079522,11,CT
12079523,10,CT
12079524,11,CT
12079525,11,CT
12079526,13,CT
12079527,13,CT
12079528,7,T
12079529,13,CT
12079530,7,T
12079531,4,T
12079532,7,T
12079533,12,CT
12079534,5,T
12079535,6,T
12079536,13,CT
12079537,5,T
12079538,10,CT
12079539,9,CT
12079540,3,T
12079541,4,T
12079542,3,T
12079543,11,CT
12079544,6,T
12079545,1,T
12079546,14,CT
12079547,8,CT
12079548,7,T
12079549,0,Bonus
12079550,8,CT
12079551,7,T
12079552,1,T
12079553,8,CT
12079554,12,CT
12079555,10,CT
12079556,3,T
12079557,14,CT
12079558,10,CT
12079559,2,T
12079560,6,T
12079561,1,T
12079562,4,T
12079563,1,T
12079564,1,T
12079565,3,T
12079566,9,CT
12079567,9,CT
12079568,0,Bonus
12079569,8,CT
12079570,7,T
12079571,10,CT
12079572,8,CT
12079573,6,T
12079574,13,CT
12079575,14,CT
12079576,9,CT
12079577,4,T
12079578,13,CT
12079579,2,T
12079580,11,CT
12079581,3,T
12079582,8,CT
12079583,7,T
12079584,14,CT
12079585,10,CT
12079586,14,CT
12079587,0,Bonus
12079588,14,CT
12079589,5,T
12079590,4,T
12079591,12,CT
12079592,12,CT
12079593,7,T
12079594,14,CT
12079595,13,CT
12079596,12,CT
12079597,2,T
12079598,2,T
12079599,7,T
12079600,3,T
12079601,12,CT
12079602,4,T
12079603,12,CT
12079604,14,CT
12079605,8,CT
12079606,8,CT
12079607,8,CT
12079608,0,Bonus
12079609,6,T
12079610,7,T
12079611,4,T
12079612,9,CT
12079613,6,T
12079614,5,T
12079615,1,T
12079616,14,CT
12079617,3,T
12079618,4,T
12079619,8,CT
12079620,11,CT
12079621,0,Bonus
12079622,14,CT
12079623,7,T
12079624,4,T
12079625,12,CT
12079626,11,CT
12079627,12,CT
12079628,1,T
12079629,9,CT
12079630,1,T
12079631,0,Bonus
12079632,13,CT
12079633,10,CT
12079634,14,CT
12079635,4,T
12079636,12,CT
12079637,10,CT
12079638,8,CT
12079639,4,T
12079640,11,CT
12079641,11,CT
12079642,3,T
12079643,5,T
12079644,11,CT
12079645,5,T
12079646,11,CT
12079647,14,CT
12079648,11,CT
12079649,13,CT
12079650,5,T
12079651,1,T
12079652,5,T
12079653,0,Bonus
12079654,13,CT
12079655,8,CT
12079656,11,CT
12079657,1,T
12079658,5,T
12079659,12,CT
12079660,11,CT
12079661,13,CT
12079662,8,CT
12079663,13,CT
12079664,2,T
12079665,11,CT
12079666,11,CT
12079667,4,T
12079668,10,CT
12079669,4,T
12079670,9,CT
12079671,9,CT
12079672,9,CT
12079673,2,T
12079674,12,CT
12079675,4,T
12079676,0,Bonus
12079677,14,CT
12079678,2,T
12079679,4,T
12079680,0,Bonus
12079681,13,CT
12079682,4,T
12079683,11,CT
12079684,6,T
12079685,10,CT
12079686,0,Bonus
12079687,6,T
12079688,12,CT
12079689,2,T
12079690,0,Bonus
12079691,12,CT
12079692,1,T
12079693,2,T
12079694,0,Bonus
12079695,10,CT
12079696,10,CT
12079697,14,CT
12079698,8,CT
12079699,0,Bonus
12079700,4,T
12079701,9,CT
12079702,6,T
12079703,4,T
12079704,8,CT
12079705,6,T
12079706,4,T
12079707,6,T
12079708,0,Bonus
12079709,13,CT
12079710,5,T
12079711,0,Bonus
12079712,14,CT
12079713,4,T
12079714,0,Bonus
12079715,10,CT
12079716,13,CT
12079717,6,T
12079718,12,CT
12079719,5,T
12079720,12,CT
12079721,3,T
12079722,2,T
12079723,9,CT
12079724,12,CT
12079725,12,CT
12079726,7,T
12079727,10,CT
12079728,9,CT
12079729,8,CT
12079730,13,CT
12079731,0,Bonus
12079732,14,CT
12079733,11,CT
12079734,6,T
12079735,8,CT
12079736,7,T
12079737,10,CT
12079738,2,T
12079739,4,T
12079740,5,T
12079741,14,CT
12079742,7,T
12079743,10,CT
12079744,0,Bonus
12079745,2,T
12079746,1,T
12079747,6,T
12079748,6,T
12079749,3,T
12079750,2,T
12079751,7,T
12079752,9,CT
12079753,0,Bonus
12079754,4,T
12079755,13,CT
12079756,8,CT
12079757,6,T
12079758,10,CT
12079759,6,T
12079760,2,T
12079761,8,CT
12079762,5,T
12079763,4,T
12079764,10,CT
12079765,13,CT
12079766,13,CT
12079767,1,T
12079768,13,CT
12079769,11,CT
12079770,8,CT
12079771,2,T
12079772,13,CT
12079773,9,CT
12079774,6,T
12079775,6,T
12079776,7,T
12079777,3,T
12079778,5,T
12079779,11,CT
12079780,8,CT
12079781,7,T
12079782,12,CT
12079783,8,CT
12079784,2,T
12079785,14,CT
12079786,7,T
12079787,0,Bonus
12079788,7,T
12079789,3,T
12079790,1,T
12079791,10,CT
12079792,1,T
12079793,2,T
12079794,11,CT
12079795,2,T
12079796,1,T
12079797,5,T
12079798,14,CT
12079799,11,CT
12079800,3,T
12079801,8,CT
12079802,9,CT
12079803,8,CT
12079804,7,T
12079805,3,T
12079806,12,CT
12079807,11,CT
12079808,1,T
12079809,1,T
12079810,6,T
12079811,6,T
12079812,7,T
12079813,9,CT
12079814,9,CT
12079815,0,Bonus
12079816,1,T
12079817,3,T
12079818,6,T
12079819,0,Bonus
12079820,14,CT
12079821,5,T
12079822,8,CT
12079823,3,T
12079824,5,T
12079825,3,T
12079826,7,T
12079827,12,CT
12079828,14,CT
12079829,7,T
12079830,4,T
12079831,9,CT
12079832,0,Bonus
12079833,3,T
12079834,10,CT
12079835,9,CT
