session_id,outcome,color
12169106,9,CT
12169107,10,CT
12169108,9,CT
12169109,7,T
12169110,5,T
12169111,5,T
12169112,9,CT
12169113,7,T
12169114,11,CT
12169115,3,T
12169116,11,CT
12169117,5,T
12169118,12,CT
12169119,9,CT
12169120,8,CT
12169121,6,T
12169122,10,CT
12169123,5,T
12169124,0,Bonus
12169125,13,CT
12169126,0,Bonus
12169127,6,T
12169128,3,T
12169129,8,CT
12169130,2,T
12169131,0,Bonus
12169132,11,CT
12169133,14,CT
12169134,4,T
12169135,1,T
12169136,5,T
12169137,7,T
12169138,4,T
12169139,3,T
12169140,2,T
12169141,2,T
12169142,7,T
12169143,12,CT
12169144,4,T
12169145,11,CT
12169146,7,T
12169147,3,T
12169148,4,T
12169149,14,CT
12169150,10,CT
12169151,5,T
12169152,12,CT
12169153,14,CT
12169154,8,CT
12169155,4,T
12169156,13,CT
12169157,6,T
12169158,13,CT
12169159,13,CT
12169160,7,T
12169161,14,CT
12169162,3,T
12169163,7,T
12169164,2,T
12169165,11,CT
12169166,3,T
12169167,12,CT
12169168,6,T
12169169,8,CT
12169170,4,T
12169171,0,Bonus
12169172,14,CT
12169173,0,Bonus
12169174,10,CT
12169175,8,CT
12169176,0,Bonus
12169177,4,T
12169178,10,CT
12169179,3,T
12169180,14,CT
12169181,14,CT
12169182,3,T
12169183,13,CT
12169184,6,T
12169185,3,T
12169186,0,Bonus
12169187,13,CT
12169188,13,CT
12169189,10,CT
12169190,6,T
12169191,0,Bonus
12169192,13,CT
12169193,5,T
12169194,1,T
12169195,6,T
12169196,3,T
12169197,6,T
12169198,4,T
12169199,7,T
12169200,1,T
12169201,8,CT
12169202,14,CT
12169203,14,CT
12169204,13,CT
12169205,11,CT
12169206,5,T
12169207,13,CT
12169208,5,T
12169209,10,CT
12169210,12,CT
12169211,13,CT
12169212,11,CT
12169213,13,CT
12169214,11,CT
12169215,1,T
12169216,10,CT
12169217,0,Bonus
12169218,10,CT
12169219,1,T
12169220,5,T
12169221,12,CT
12169222,0,Bonus
12169223,10,CT
12169224,10,CT
12169225,4,T
12169226,6,T
12169227,10,CT
12169228,9,CT
12169229,14,CT
12169230,0,Bonus
12169231,1,T
12169232,4,T
12169233,7,T
12169234,7,T
12169235,8,CT
12169236,6,T
12169237,7,T
12169238,14,CT
12169239,4,T
12169240,5,T
12169241,7,T
12169242,0,Bonus
12169243,8,CT
12169244,9,CT
12169245,2,T
12169246,2,T
12169247,5,T
12169248,0,Bonus
12169249,9,CT
12169250,3,T
12169251,5,T
12169252,9,CT
12169253,13,CT
12169254,9,CT
12169255,4,T
12169256,8,CT
12169257,7,T
12169258,6,T
12169259,12,CT
12169260,6,T
12169261,10,CT
12169262,11,CT
12169263,5,T
12169264,5,T
12169265,2,T
12169266,8,CT
12169267,12,CT
12169268,14,CT
12169269,6,T
12169270,3,T
12169271,8,CT
12169272,1,T
12169273,6,T
12169274,8,CT
12169275,5,T
12169276,4,T
12169277,6,T
12169278,9,CT
12169279,2,T
