session_id,outcome,color
12151183,13,CT
12151184,1,T
12151185,5,T
12151186,14,CT
12151187,4,T
12151188,1,T
12151189,13,CT
12151190,1,T
12151191,7,T
12151192,6,T
12151193,8,CT
12151194,6,T
12151195,11,CT
12151196,4,T
12151197,0,Bonus
12151198,8,CT
12151199,2,T
12151200,13,CT
12151201,7,T
12151202,5,T
12151203,8,CT
12151204,0,Bonus
12151205,3,T
12151206,3,T
12151207,3,T
12151208,5,T
12151209,1,T
12151210,14,CT
12151211,13,CT
12151212,2,T
12151213,6,T
12151214,5,T
12151215,5,T
12151216,13,CT
12151217,9,CT
12151218,5,T
12151219,11,CT
12151220,7,T
12151221,1,T
12151222,12,CT
12151223,10,CT
12151224,2,T
12151225,0,Bonus
12151226,1,T
12151227,8,CT
12151228,9,CT
12151229,12,CT
12151230,8,CT
12151231,6,T
12151232,2,T
12151233,3,T
12151234,8,CT
12151235,10,CT
12151236,11,CT
12151237,11,CT
12151238,2,T
12151239,8,CT
12151240,12,CT
12151241,1,T
12151242,6,T
12151243,13,CT
12151244,14,CT
12151245,2,T
12151246,1,T
12151247,9,CT
12151248,9,CT
12151249,4,T
12151250,3,T
12151251,2,T
12151252,9,CT
12151253,5,T
12151254,7,T
12151255,12,CT
12151256,9,CT
12151257,14,CT
12151258,7,T
12151259,6,T
12151260,12,CT
12151261,9,CT
12151262,4,T
12151263,10,CT
12151264,6,T
12151265,10,CT
12151266,6,T
12151267,10,CT
12151268,3,T
12151269,2,T
12151270,8,CT
12151271,8,CT
12151272,13,CT
12151273,12,CT
12151274,9,CT
12151275,11,CT
12151276,4,T
12151277,4,T
12151278,1,T
12151279,14,CT
12151280,10,CT
12151281,2,T
12151282,11,CT
12151283,8,CT
12151284,10,CT
12151285,14,CT
12151286,1,T
12151287,5,T
12151288,3,T
12151289,5,T
12151290,8,CT
12151291,9,CT
12151292,9,CT
12151293,11,CT
12151294,13,CT
12151295,8,CT
12151296,11,CT
12151297,1,T
12151298,3,T
12151299,6,T
12151300,0,Bonus
12151301,6,T
12151302,6,T
12151303,7,T
12151304,7,T
12151305,6,T
12151306,9,CT
12151307,9,CT
12151308,11,CT
12151309,14,CT
12151310,6,T
12151311,1,T
12151312,12,CT
12151313,11,CT
12151314,10,CT
12151315,4,T
12151316,14,CT
12151317,6,T
12151318,3,T
12151319,1,T
12151320,4,T
12151321,6,T
12151322,9,CT
12151323,7,T
12151324,11,CT
12151325,5,T
12151326,9,CT
12151327,8,CT
12151328,3,T
12151329,3,T
12151330,5,T
12151331,2,T
12151332,0,Bonus
12151333,9,CT
12151334,4,T
12151335,5,T
12151336,3,T
12151337,1,T
12151338,0,Bonus
12151339,2,T
12151340,8,CT
12151341,3,T
12151342,8,CT
12151343,2,T
12151344,4,T
12151345,2,T
12151346,3,T
12151347,2,T
12151348,13,CT
12151349,10,CT
12151350,6,T
12151351,4,T
12151352,6,T
12151353,5,T
12151354,5,T
12151355,6,T
12151356,11,CT
12151357,0,Bonus
12151358,8,CT
12151359,14,CT
12151360,12,CT
12151361,5,T
12151362,12,CT
12151363,10,CT
12151364,6,T
12151365,2,T
12151366,5,T
12151367,2,T
12151368,13,CT
12151369,11,CT
12151370,10,CT
12151371,6,T
12151372,0,Bonus
12151373,4,T
12151374,12,CT
12151375,8,CT
12151376,7,T
12151377,5,T
12151378,0,Bonus
12151379,6,T
12151380,10,CT
12151381,7,T
12151382,4,T
12151383,6,T
12151384,12,CT
12151385,8,CT
12151386,13,CT
12151387,0,Bonus
12151388,4,T
12151389,8,CT
12151390,2,T
12151391,1,T
12151392,9,CT
12151393,0,Bonus
12151394,11,CT
12151395,5,T
12151396,8,CT
12151397,12,CT
12151398,11,CT
12151399,7,T
12151400,3,T
12151401,10,CT
12151402,12,CT
12151403,9,CT
12151404,13,CT
12151405,13,CT
12151406,7,T
12151407,4,T
12151408,2,T
12151409,2,T
12151410,8,CT
12151411,13,CT
12151412,7,T
12151413,13,CT
12151414,13,CT
12151415,1,T
12151416,2,T
12151417,0,Bonus
12151418,14,CT
12151419,6,T
12151420,4,T
12151421,5,T
12151422,3,T
12151423,8,CT
12151424,12,CT
12151425,8,CT
12151426,1,T
12151427,4,T
12151428,1,T
12151429,7,T
12151430,1,T
12151431,13,CT
12151432,12,CT
12151433,10,CT
12151434,7,T
12151435,13,CT
12151436,12,CT
12151437,0,Bonus
12151438,2,T
12151439,13,CT
12151440,0,Bonus
12151441,0,Bonus
12151442,14,CT
12151443,1,T
12151444,3,T
12151445,3,T
12151446,5,T
12151447,2,T
12151448,1,T
12151449,11,CT
12151450,7,T
12151451,9,CT
12151452,0,Bonus
12151453,1,T
12151454,2,T
12151455,6,T
12151456,11,CT
12151457,7,T
12151458,13,CT
12151459,13,CT
12151460,1,T
12151461,3,T
12151462,5,T
12151463,5,T
12151464,8,CT
12151465,4,T
12151466,14,CT
12151467,10,CT
12151468,12,CT
12151469,1,T
12151470,14,CT
12151471,8,CT
12151472,3,T
12151473,12,CT
12151474,13,CT
12151475,14,CT
12151476,13,CT
12151477,6,T
12151478,14,CT
12151479,5,T
12151480,8,CT
12151481,11,CT
12151482,10,CT
12151483,8,CT
12151484,6,T
12151485,4,T
12151486,5,T
12151487,13,CT
12151488,6,T
12151489,10,CT
12151490,6,T
12151491,8,CT
12151492,9,CT
