session_id,outcome,color
12054376,1,T
12054377,2,T
12054378,9,CT
12054379,10,CT
12054380,8,CT
12054381,10,CT
12054382,9,CT
12054383,14,CT
12054384,13,CT
12054385,11,CT
12054386,8,CT
12054387,9,CT
12054388,2,T
12054389,12,CT
12054390,8,CT
12054391,7,T
12054392,5,T
12054393,4,T
12054394,14,CT
12054395,11,CT
12054396,13,CT
12054397,11,CT
12054398,8,CT
12054399,11,CT
12054400,2,T
12054401,5,T
12054402,11,CT
12054403,1,T
12054404,1,T
12054405,14,CT
12054406,7,T
12054407,14,CT
12054408,5,T
12054409,12,CT
12054410,6,T
12054411,11,CT
12054412,14,CT
12054413,6,T
12054414,3,T
12054415,6,T
12054416,7,T
12054417,4,T
12054418,5,T
12054419,9,CT
12054420,6,T
12054421,2,T
12054422,2,T
12054423,8,CT
12054424,12,CT
12054425,4,T
12054426,7,T
12054427,11,CT
12054428,7,T
12054429,5,T
12054430,2,T
12054431,2,T
12054432,13,CT
12054433,13,CT
12054434,14,CT
12054435,0,Bonus
12054436,13,CT
12054437,10,CT
12054438,4,T
12054439,4,T
12054440,6,T
12054441,11,CT
12054442,9,CT
12054443,0,Bonus
12054444,4,T
12054445,8,CT
12054446,14,CT
12054447,10,CT
12054448,13,CT
12054449,6,T
12054450,8,CT
12054451,5,T
12054452,12,CT
12054453,5,T
12054454,9,CT
12054455,2,T
12054456,14,CT
12054457,5,T
12054458,14,CT
12054459,7,T
12054460,5,T
12054461,13,CT
12054462,0,Bonus
12054463,13,CT
12054464,14,CT
12054465,11,CT
12054466,13,CT
12054467,12,CT
12054468,4,T
12054469,5,T
12054470,8,CT
12054471,4,T
12054472,9,CT
12054473,4,T
12054474,2,T
12054475,1,T
12054476,5,T
12054477,2,T
12054478,11,CT
12054479,2,T
12054480,11,CT
12054481,4,T
12054482,3,T
12054483,0,Bonus
12054484,13,CT
12054485,1,T
12054486,13,CT
12054487,4,T
12054488,7,T
12054489,10,CT
12054490,5,T
12054491,0,Bonus
12054492,4,T
12054493,2,T
12054494,4,T
12054495,7,T
12054496,5,T
12054497,14,CT
12054498,6,T
12054499,5,T
12054500,3,T
12054501,7,T
12054502,11,CT
12054503,6,T
12054504,8,CT
12054505,3,T
12054506,2,T
12054507,4,T
12054508,14,CT
12054509,14,CT
12054510,2,T
12054511,10,CT
12054512,8,CT
12054513,4,T
12054514,2,T
12054515,12,CT
12054516,13,CT
12054517,9,CT
12054518,11,CT
12054519,12,CT
12054520,7,T
12054521,12,CT
12054522,4,T
12054523,11,CT
12054524,12,CT
12054525,12,CT
12054526,5,T
12054527,12,CT
12054528,0,Bonus
12054529,5,T
12054530,12,CT
12054531,0,Bonus
12054532,6,T
12054533,5,T
12054534,0,Bonus
12054535,14,CT
