session_id,outcome,color
12097412,4,T
12097413,8,CT
12097414,10,CT
12097415,4,T
12097416,7,T
12097417,0,Bonus
12097418,13,CT
12097419,5,T
12097420,0,Bonus
12097421,8,CT
12097422,6,T
12097423,14,CT
12097424,14,CT
12097425,0,Bonus
12097426,3,T
12097427,3,T
12097428,12,CT
12097429,5,T
12097430,6,T
12097431,11,CT
12097432,14,CT
12097433,14,CT
12097434,12,CT
12097435,14,CT
12097436,13,CT
12097437,1,T
12097438,1,T
12097439,11,CT
12097440,13,CT
12097441,14,CT
12097442,9,CT
12097443,5,T
12097444,7,T
12097445,12,CT
12097446,1,T
12097447,8,CT
12097448,1,T
12097449,10,CT
12097450,11,CT
12097451,4,T
12097452,13,CT
12097453,2,T
12097454,1,T
12097455,8,CT
12097456,7,T
12097457,1,T
12097458,7,T
12097459,9,CT
12097460,7,T
12097461,1,T
12097462,13,CT
12097463,5,T
12097464,9,CT
12097465,7,T
12097466,11,CT
12097467,12,CT
12097468,7,T
12097469,0,Bonus
12097470,2,T
12097471,8,CT
12097472,10,CT
12097473,4,T
12097474,6,T
12097475,1,T
12097476,7,T
12097477,14,CT
12097478,9,CT
12097479,5,T
12097480,1,T
12097481,6,T
12097482,7,T
12097483,8,CT
12097484,11,CT
12097485,1,T
12097486,3,T
12097487,3,T
12097488,9,CT
12097489,8,CT
12097490,7,T
12097491,4,T
12097492,5,T
12097493,11,CT
12097494,10,CT
12097495,11,CT
12097496,13,CT
12097497,1,T
12097498,13,CT
12097499,2,T
12097500,14,CT
12097501,6,T
12097502,14,CT
12097503,14,CT
12097504,3,T
12097505,6,T
12097506,0,Bonus
12097507,5,T
12097508,14,CT
12097509,5,T
12097510,5,T
12097511,6,T
12097512,11,CT
12097513,13,CT
12097514,10,CT
12097515,8,CT
12097516,8,CT
12097517,2,T
12097518,3,T
12097519,1,T
12097520,12,CT
12097521,6,T
12097522,2,T
12097523,5,T
12097524,1,T
12097525,7,T
12097526,3,T
12097527,0,Bonus
12097528,11,CT
12097529,6,T
12097530,4,T
12097531,5,T
12097532,3,T
12097533,5,T
12097534,2,T
12097535,3,T
12097536,3,T
12097537,14,CT
12097538,2,T
12097539,7,T
12097540,6,T
12097541,14,CT
12097542,10,CT
12097543,6,T
12097544,5,T
12097545,11,CT
12097546,10,CT
12097547,11,CT
12097548,5,T
12097549,6,T
12097550,11,CT
12097551,12,CT
12097552,0,Bonus
12097553,3,T
12097554,6,T
12097555,9,CT
12097556,13,CT
12097557,0,Bonus
12097558,14,CT
12097559,5,T
12097560,12,CT
