session_id,outcome,color
12126088,10,CT
12126089,9,CT
12126090,1,T
12126091,4,T
12126092,2,T
12126093,6,T
12126094,10,CT
12126095,13,CT
12126096,7,T
12126097,7,T
12126098,9,CT
12126099,1,T
12126100,10,CT
12126101,14,CT
12126102,13,CT
12126103,0,Bonus
12126104,6,T
12126105,8,CT
12126106,4,T
12126107,12,CT
12126108,14,CT
12126109,14,CT
12126110,8,CT
12126111,8,CT
12126112,4,T
12126113,9,CT
12126114,6,T
12126115,4,T
12126116,0,Bonus
12126117,3,T
12126118,2,T
12126119,8,CT
12126120,9,CT
12126121,0,Bonus
12126122,9,CT
12126123,7,T
12126124,10,CT
12126125,4,T
12126126,7,T
12126127,10,CT
12126128,12,CT
12126129,0,Bonus
12126130,8,CT
12126131,12,CT
12126132,10,CT
12126133,1,T
12126134,2,T
12126135,14,CT
12126136,6,T
12126137,14,CT
12126138,10,CT
12126139,8,CT
12126140,5,T
12126141,11,CT
12126142,7,T
12126143,14,CT
12126144,4,T
12126145,4,T
12126146,11,CT
12126147,0,Bonus
12126148,10,CT
12126149,7,T
12126150,8,CT
12126151,2,T
12126152,0,Bonus
12126153,14,CT
12126154,9,CT
12126155,13,CT
12126156,7,T
12126157,9,CT
12126158,12,CT
12126159,12,CT
12126160,3,T
12126161,12,CT
12126162,7,T
12126163,13,CT
12126164,7,T
12126165,7,T
12126166,10,CT
12126167,13,CT
12126168,0,Bonus
12126169,13,CT
12126170,0,Bonus
12126171,7,T
12126172,2,T
12126173,11,CT
12126174,4,T
12126175,14,CT
12126176,9,CT
12126177,4,T
12126178,9,CT
12126179,13,CT
12126180,4,T
12126181,9,CT
12126182,11,CT
12126183,2,T
12126184,0,Bonus
12126185,3,T
12126186,3,T
12126187,2,T
12126188,3,T
12126189,9,CT
12126190,10,CT
12126191,7,T
12126192,3,T
12126193,8,CT
12126194,4,T
12126195,7,T
12126196,9,CT
12126197,11,CT
12126198,0,Bonus
12126199,5,T
12126200,3,T
12126201,10,CT
12126202,14,CT
12126203,4,T
12126204,8,CT
12126205,4,T
12126206,4,T
12126207,6,T
12126208,10,CT
12126209,13,CT
12126210,7,T
12126211,0,Bonus
12126212,8,CT
12126213,0,Bonus
12126214,14,CT
12126215,14,CT
12126216,4,T
12126217,6,T
12126218,12,CT
12126219,5,T
12126220,6,T
12126221,12,CT
12126222,12,CT
12126223,2,T
12126224,11,CT
12126225,5,T
12126226,12,CT
12126227,5,T
12126228,8,CT
12126229,1,T
12126230,1,T
12126231,3,T
12126232,10,CT
12126233,9,CT
12126234,5,T
12126235,6,T
12126236,9,CT
12126237,6,T
12126238,7,T
12126239,12,CT
12126240,1,T
12126241,12,CT
12126242,5,T
12126243,11,CT
12126244,9,CT
12126245,8,CT
12126246,0,Bonus
12126247,8,CT
12126248,3,T
12126249,8,CT
12126250,7,T
12126251,8,CT
12126252,5,T
12126253,11,CT
12126254,12,CT
12126255,12,CT
12126256,1,T
12126257,3,T
12126258,5,T
12126259,13,CT
12126260,4,T
12126261,10,CT
12126262,4,T
12126263,3,T
12126264,0,Bonus
12126265,11,CT
12126266,13,CT
12126267,12,CT
12126268,14,CT
12126269,10,CT
12126270,12,CT
12126271,12,CT
12126272,0,Bonus
12126273,13,CT
12126274,9,CT
12126275,9,CT
12126276,11,CT
12126277,3,T
12126278,1,T
12126279,5,T
12126280,13,CT
12126281,3,T
12126282,4,T
12126283,6,T
12126284,8,CT
12126285,5,T
12126286,5,T
12126287,10,CT
12126288,13,CT
12126289,12,CT
12126290,9,CT
12126291,6,T
12126292,2,T
12126293,6,T
12126294,10,CT
12126295,9,CT
12126296,1,T
12126297,13,CT
12126298,1,T
12126299,8,CT
12126300,1,T
12126301,0,Bonus
12126302,9,CT
12126303,4,T
12126304,7,T
12126305,10,CT
12126306,7,T
12126307,1,T
12126308,11,CT
12126309,7,T
12126310,12,CT
12126311,11,CT
12126312,6,T
12126313,14,CT
12126314,7,T
12126315,4,T
12126316,4,T
12126317,4,T
12126318,10,CT
12126319,0,Bonus
12126320,10,CT
12126321,2,T
12126322,12,CT
12126323,6,T
12126324,0,Bonus
12126325,9,CT
12126326,7,T
12126327,1,T
12126328,3,T
12126329,8,CT
12126330,2,T
12126331,3,T
12126332,9,CT
12126333,0,Bonus
12126334,6,T
12126335,13,CT
12126336,8,CT
12126337,0,Bonus
12126338,1,T
12126339,8,CT
12126340,1,T
12126341,12,CT
12126342,7,T
12126343,10,CT
12126344,13,CT
12126345,2,T
12126346,3,T
12126347,11,CT
12126348,1,T
12126349,11,CT
12126350,6,T
12126351,12,CT
12126352,13,CT
12126353,4,T
12126354,5,T
12126355,6,T
12126356,11,CT
12126357,7,T
12126358,14,CT
12126359,11,CT
12126360,9,CT
12126361,12,CT
12126362,9,CT
12126363,3,T
12126364,4,T
12126365,5,T
12126366,10,CT
12126367,9,CT
12126368,10,CT
12126369,11,CT
12126370,8,CT
12126371,10,CT
12126372,6,T
12126373,12,CT
12126374,8,CT
12126375,1,T
12126376,10,CT
12126377,3,T
12126378,6,T
12126379,2,T
12126380,3,T
12126381,0,Bonus
12126382,13,CT
12126383,5,T
12126384,4,T
12126385,8,CT
12126386,8,CT
12126387,5,T
12126388,11,CT
12126389,2,T
12126390,11,CT
12126391,1,T
12126392,0,Bonus
12126393,4,T
12126394,8,CT
12126395,2,T
12126396,12,CT
12126397,9,CT
12126398,8,CT
12126399,2,T
12126400,6,T
12126401,0,Bonus
12126402,1,T
12126403,0,Bonus
12126404,12,CT
12126405,5,T
12126406,1,T
12126407,4,T
12126408,2,T
12126409,9,CT
12126410,3,T
12126411,4,T
12126412,10,CT
12126413,3,T
12126414,12,CT
12126415,0,Bonus
12126416,12,CT
12126417,3,T
12126418,13,CT
12126419,5,T
12126420,1,T
12126421,4,T
12126422,14,CT
12126423,8,CT
12126424,3,T
12126425,3,T
12126426,1,T
12126427,12,CT
12126428,6,T
12126429,12,CT
12126430,10,CT
12126431,7,T
12126432,6,T
12126433,9,CT
12126434,14,CT
12126435,2,T
12126436,8,CT
12126437,10,CT
12126438,4,T
12126439,7,T
12126440,8,CT
12126441,12,CT
12126442,0,Bonus
12126443,2,T
12126444,0,Bonus
12126445,10,CT
12126446,1,T
12126447,12,CT
12126448,0,Bonus
12126449,7,T
12126450,4,T
12126451,13,CT
12126452,14,CT
12126453,11,CT
12126454,6,T
12126455,5,T
12126456,11,CT
12126457,1,T
12126458,10,CT
12126459,14,CT
12126460,4,T
12126461,8,CT
12126462,11,CT
12126463,12,CT
12126464,13,CT
12126465,5,T
12126466,7,T
12126467,10,CT
12126468,6,T
12126469,4,T
12126470,4,T
12126471,1,T
12126472,10,CT
12126473,11,CT
12126474,11,CT
12126475,14,CT
12126476,13,CT
12126477,4,T
12126478,0,Bonus
12126479,8,CT
12126480,6,T
12126481,7,T
12126482,5,T
12126483,8,CT
12126484,3,T
12126485,7,T
12126486,12,CT
12126487,12,CT
12126488,4,T
12126489,6,T
12126490,9,CT
12126491,0,Bonus
12126492,11,CT
12126493,4,T
12126494,4,T
12126495,11,CT
12126496,13,CT
12126497,1,T
12126498,13,CT
12126499,10,CT
12126500,0,Bonus
12126501,2,T
12126502,1,T
12126503,8,CT
12126504,2,T
12126505,4,T
12126506,11,CT
12126507,5,T
12126508,4,T
12126509,6,T
12126510,5,T
12126511,10,CT
12126512,13,CT
12126513,14,CT
12126514,5,T
12126515,10,CT
12126516,11,CT
12126517,4,T
12126518,13,CT
12126519,7,T
12126520,11,CT
12126521,13,CT
12126522,8,CT
12126523,9,CT
12126524,13,CT
12126525,7,T
12126526,0,Bonus
12126527,14,CT
12126528,10,CT
12126529,12,CT
12126530,9,CT
12126531,14,CT
12126532,9,CT
12126533,6,T
12126534,14,CT
12126535,5,T
12126536,0,Bonus
12126537,6,T
12126538,6,T
12126539,2,T
12126540,7,T
12126541,8,CT
12126542,8,CT
12126543,9,CT
12126544,5,T
12126545,8,CT
12126546,3,T
12126547,1,T
12126548,14,CT
12126549,11,CT
12126550,10,CT
12126551,6,T
12126552,11,CT
12126553,12,CT
12126554,6,T
12126555,8,CT
12126556,11,CT
12126557,2,T
12126558,6,T
12126559,6,T
12126560,0,Bonus
12126561,8,CT
12126562,2,T
12126563,8,CT
12126564,5,T
12126565,9,CT
12126566,10,CT
12126567,9,CT
12126568,7,T
12126569,12,CT
12126570,1,T
12126571,9,CT
12126572,2,T
12126573,4,T
12126574,10,CT
12126575,4,T
12126576,10,CT
12126577,13,CT
12126578,2,T
12126579,3,T
12126580,10,CT
12126581,14,CT
12126582,0,Bonus
12126583,8,CT
12126584,14,CT
12126585,12,CT
12126586,2,T
12126587,10,CT
12126588,4,T
12126589,13,CT
12126590,9,CT
12126591,4,T
12126592,7,T
12126593,1,T
12126594,4,T
12126595,5,T
12126596,2,T
12126597,14,CT
12126598,0,Bonus
12126599,3,T
12126600,9,CT
12126601,14,CT
12126602,5,T
12126603,1,T
12126604,6,T
12126605,1,T
12126606,4,T
12126607,4,T
12126608,3,T
12126609,2,T
12126610,9,CT
12126611,0,Bonus
12126612,5,T
12126613,4,T
12126614,0,Bonus
12126615,2,T
12126616,13,CT
12126617,5,T
12126618,6,T
12126619,0,Bonus
12126620,4,T
12126621,7,T
12126622,3,T
12126623,7,T
12126624,14,CT
12126625,4,T
12126626,11,CT
12126627,11,CT
12126628,0,Bonus
12126629,9,CT
12126630,7,T
12126631,0,Bonus
12126632,11,CT
12126633,12,CT
12126634,8,CT
12126635,6,T
12126636,12,CT
12126637,0,Bonus
12126638,9,CT
12126639,3,T
12126640,8,CT
12126641,3,T
12126642,8,CT
12126643,1,T
12126644,8,CT
12126645,7,T
12126646,5,T
12126647,13,CT
12126648,8,CT
12126649,7,T
12126650,1,T
12126651,13,CT
12126652,8,CT
12126653,6,T
12126654,13,CT
12126655,4,T
12126656,10,CT
12126657,12,CT
12126658,13,CT
12126659,5,T
12126660,9,CT
12126661,8,CT
12126662,7,T
12126663,12,CT
12126664,7,T
12126665,7,T
12126666,13,CT
12126667,1,T
12126668,13,CT
12126669,3,T
12126670,10,CT
12126671,4,T
12126672,9,CT
12126673,9,CT
12126674,2,T
12126675,2,T
12126676,9,CT
12126677,1,T
12126678,2,T
12126679,10,CT
12126680,6,T
12126681,3,T
12126682,9,CT
12126683,12,CT
12126684,8,CT
12126685,10,CT
12126686,4,T
12126687,12,CT
12126688,9,CT
12126689,4,T
12126690,14,CT
12126691,4,T
12126692,7,T
12126693,2,T
12126694,4,T
12126695,13,CT
12126696,2,T
12126697,13,CT
12126698,4,T
12126699,1,T
12126700,7,T
12126701,3,T
12126702,11,CT
12126703,4,T
12126704,5,T
12126705,10,CT
12126706,4,T
12126707,10,CT
12126708,6,T
12126709,2,T
12126710,1,T
12126711,8,CT
12126712,8,CT
12126713,3,T
12126714,13,CT
12126715,13,CT
12126716,2,T
12126717,8,CT
12126718,8,CT
12126719,4,T
12126720,9,CT
12126721,6,T
12126722,9,CT
12126723,12,CT
12126724,2,T
12126725,8,CT
12126726,14,CT
12126727,5,T
12126728,1,T
12126729,0,Bonus
12126730,0,Bonus
12126731,12,CT
12126732,0,Bonus
12126733,10,CT
12126734,1,T
12126735,6,T
12126736,13,CT
12126737,0,Bonus
12126738,12,CT
12126739,10,CT
12126740,5,T
12126741,12,CT
12126742,0,Bonus
12126743,12,CT
12126744,2,T
12126745,4,T
12126746,8,CT
12126747,11,CT
12126748,12,CT
12126749,7,T
12126750,9,CT
12126751,9,CT
12126752,7,T
12126753,3,T
12126754,7,T
12126755,10,CT
12126756,5,T
12126757,3,T
12126758,11,CT
12126759,10,CT
12126760,1,T
12126761,8,CT
12126762,14,CT
12126763,2,T
12126764,0,Bonus
12126765,10,CT
12126766,9,CT
12126767,5,T
12126768,8,CT
12126769,10,CT
12126770,10,CT
12126771,3,T
12126772,0,Bonus
12126773,2,T
12126774,13,CT
12126775,12,CT
12126776,4,T
12126777,0,Bonus
12126778,2,T
12126779,13,CT
12126780,12,CT
12126781,11,CT
12126782,6,T
12126783,3,T
12126784,12,CT
12126785,8,CT
12126786,0,Bonus
12126787,3,T
12126788,3,T
12126789,2,T
12126790,6,T
12126791,2,T
12126792,8,CT
12126793,9,CT
12126794,5,T
12126795,14,CT
12126796,6,T
12126797,7,T
12126798,5,T
12126799,11,CT
12126800,7,T
12126801,12,CT
12126802,2,T
12126803,6,T
12126804,1,T
12126805,12,CT
12126806,4,T
12126807,2,T
12126808,12,CT
12126809,13,CT
12126810,7,T
12126811,13,CT
12126812,9,CT
12126813,0,Bonus
12126814,1,T
12126815,0,Bonus
12126816,14,CT
12126817,0,Bonus
12126818,11,CT
12126819,10,CT
12126820,11,CT
12126821,8,CT
12126822,7,T
12126823,7,T
12126824,0,Bonus
12126825,12,CT
12126826,5,T
12126827,1,T
12126828,2,T
12126829,7,T
12126830,6,T
12126831,7,T
12126832,14,CT
12126833,5,T
12126834,11,CT
12126835,7,T
12126836,9,CT
12126837,1,T
12126838,9,CT
12126839,4,T
12126840,0,Bonus
12126841,3,T
12126842,14,CT
12126843,7,T
12126844,14,CT
12126845,0,Bonus
12126846,8,CT
12126847,8,CT
12126848,12,CT
12126849,5,T
12126850,10,CT
12126851,4,T
12126852,5,T
12126853,13,CT
12126854,5,T
12126855,13,CT
12126856,7,T
12126857,1,T
12126858,3,T
12126859,2,T
12126860,3,T
12126861,11,CT
12126862,5,T
12126863,2,T
12126864,13,CT
12126865,6,T
12126866,14,CT
12126867,2,T
12126868,1,T
12126869,10,CT
12126870,7,T
12126871,7,T
12126872,8,CT
12126873,11,CT
12126874,6,T
12126875,4,T
12126876,2,T
12126877,4,T
12126878,5,T
12126879,14,CT
12126880,3,T
12126881,2,T
12126882,10,CT
12126883,13,CT
12126884,14,CT
12126885,11,CT
12126886,13,CT
12126887,8,CT
12126888,9,CT
12126889,10,CT
12126890,10,CT
12126891,10,CT
12126892,6,T
12126893,7,T
12126894,0,Bonus
12126895,1,T
12126896,10,CT
12126897,5,T
12126898,4,T
12126899,5,T
12126900,9,CT
12126901,4,T
12126902,0,Bonus
12126903,3,T
12126904,3,T
12126905,6,T
12126906,10,CT
12126907,13,CT
12126908,1,T
12126909,13,CT
12126910,10,CT
12126911,9,CT
12126912,10,CT
12126913,0,Bonus
12126914,13,CT
12126915,7,T
12126916,4,T
12126917,4,T
12126918,5,T
12126919,11,CT
12126920,13,CT
12126921,13,CT
12126922,8,CT
12126923,8,CT
12126924,7,T
12126925,4,T
12126926,11,CT
12126927,10,CT
12126928,4,T
12126929,2,T
12126930,14,CT
12126931,3,T
12126932,5,T
12126933,6,T
12126934,8,CT
12126935,5,T
12126936,2,T
12126937,6,T
12126938,2,T
12126939,5,T
12126940,7,T
12126941,11,CT
12126942,10,CT
12126943,5,T
12126944,13,CT
12126945,4,T
12126946,10,CT
12126947,2,T
12126948,7,T
12126949,10,CT
12126950,14,CT
12126951,8,CT
12126952,14,CT
12126953,10,CT
12126954,6,T
12126955,14,CT
12126956,3,T
12126957,8,CT
12126958,8,CT
12126959,8,CT
12126960,1,T
12126961,11,CT
12126962,9,CT
12126963,11,CT
12126964,4,T
12126965,12,CT
12126966,6,T
12126967,3,T
12126968,8,CT
12126969,3,T
12126970,0,Bonus
12126971,4,T
12126972,14,CT
12126973,8,CT
12126974,0,Bonus
12126975,6,T
12126976,9,CT
12126977,0,Bonus
12126978,10,CT
12126979,14,CT
12126980,13,CT
12126981,12,CT
12126982,10,CT
12126983,9,CT
12126984,14,CT
12126985,10,CT
12126986,5,T
12126987,0,Bonus
12126988,12,CT
12126989,7,T
12126990,9,CT
12126991,7,T
12126992,14,CT
12126993,8,CT
12126994,7,T
12126995,3,T
12126996,1,T
12126997,1,T
12126998,5,T
12126999,8,CT
12127000,3,T
12127001,9,CT
12127002,14,CT
12127003,12,CT
12127004,3,T
12127005,1,T
12127006,10,CT
12127007,4,T
12127008,13,CT
12127009,12,CT
12127010,10,CT
12127011,14,CT
12127012,8,CT
12127013,12,CT
12127014,13,CT
12127015,5,T
12127016,1,T
12127017,3,T
12127018,8,CT
12127019,9,CT
12127020,3,T
12127021,6,T
12127022,1,T
12127023,10,CT
12127024,6,T
12127025,5,T
12127026,0,Bonus
12127027,11,CT
12127028,14,CT
12127029,3,T
12127030,14,CT
12127031,10,CT
12127032,8,CT
12127033,9,CT
12127034,4,T
12127035,7,T
12127036,11,CT
12127037,13,CT
12127038,3,T
12127039,8,CT
12127040,0,Bonus
12127041,8,CT
12127042,5,T
12127043,10,CT
12127044,1,T
12127045,3,T
12127046,5,T
12127047,14,CT
12127048,3,T
12127049,6,T
12127050,0,Bonus
12127051,0,Bonus
12127052,2,T
12127053,9,CT
12127054,2,T
12127055,2,T
12127056,2,T
12127057,6,T
12127058,1,T
12127059,4,T
12127060,10,CT
12127061,13,CT
12127062,0,Bonus
12127063,7,T
12127064,4,T
12127065,7,T
12127066,0,Bonus
12127067,4,T
12127068,14,CT
12127069,12,CT
12127070,9,CT
12127071,14,CT
12127072,7,T
12127073,3,T
12127074,4,T
12127075,8,CT
12127076,3,T
12127077,2,T
12127078,7,T
12127079,0,Bonus
12127080,7,T
12127081,1,T
12127082,14,CT
12127083,6,T
12127084,5,T
12127085,0,Bonus
12127086,9,CT
12127087,7,T
12127088,14,CT
12127089,0,Bonus
12127090,12,CT
12127091,3,T
12127092,7,T
12127093,3,T
12127094,5,T
12127095,6,T
12127096,13,CT
12127097,0,Bonus
12127098,6,T
12127099,11,CT
12127100,13,CT
12127101,8,CT
12127102,13,CT
