session_id,outcome,color
12072309,11,CT
12072310,7,T
12072311,6,T
12072312,14,CT
12072313,1,T
12072314,10,CT
12072315,1,T
12072316,11,CT
12072317,11,CT
12072318,11,CT
12072319,8,CT
12072320,0,Bonus
12072321,13,CT
12072322,12,CT
12072323,14,CT
12072324,9,CT
12072325,1,T
12072326,11,CT
12072327,10,CT
12072328,9,CT
12072329,3,T
12072330,13,CT
12072331,14,CT
12072332,7,T
12072333,2,T
12072334,5,T
12072335,2,T
12072336,6,T
12072337,4,T
12072338,1,T
12072339,7,T
12072340,2,T
12072341,13,CT
12072342,8,CT
12072343,5,T
12072344,5,T
12072345,4,T
12072346,12,CT
12072347,12,CT
12072348,8,CT
12072349,8,CT
12072350,12,CT
12072351,0,Bonus
12072352,13,CT
12072353,8,CT
12072354,10,CT
12072355,1,T
12072356,5,T
12072357,2,T
12072358,6,T
12072359,6,T
12072360,11,CT
12072361,9,CT
12072362,10,CT
12072363,3,T
12072364,12,CT
12072365,12,CT
12072366,8,CT
12072367,3,T
12072368,13,CT
12072369,6,T
12072370,3,T
12072371,9,CT
12072372,2,T
12072373,9,CT
12072374,5,T
12072375,12,CT
12072376,11,CT
12072377,0,Bonus
12072378,5,T
12072379,7,T
12072380,3,T
12072381,9,CT
12072382,12,CT
12072383,10,CT
12072384,10,CT
12072385,4,T
12072386,6,T
12072387,13,CT
12072388,3,T
12072389,3,T
12072390,4,T
12072391,0,Bonus
12072392,12,CT
12072393,4,T
12072394,8,CT
12072395,3,T
12072396,4,T
12072397,11,CT
12072398,2,T
12072399,14,CT
12072400,7,T
12072401,4,T
12072402,4,T
12072403,12,CT
12072404,13,CT
12072405,2,T
12072406,8,CT
12072407,10,CT
12072408,5,T
12072409,12,CT
12072410,8,CT
12072411,6,T
12072412,11,CT
12072413,8,CT
12072414,4,T
12072415,2,T
12072416,13,CT
12072417,11,CT
12072418,10,CT
12072419,10,CT
12072420,5,T
12072421,9,CT
12072422,10,CT
12072423,10,CT
12072424,0,Bonus
12072425,0,Bonus
12072426,5,T
12072427,6,T
12072428,6,T
12072429,0,Bonus
12072430,9,CT
12072431,13,CT
12072432,11,CT
12072433,6,T
12072434,4,T
12072435,13,CT
12072436,12,CT
12072437,5,T
12072438,13,CT
12072439,11,CT
12072440,13,CT
12072441,14,CT
12072442,8,CT
12072443,1,T
12072444,11,CT
12072445,11,CT
12072446,1,T
12072447,8,CT
12072448,6,T
12072449,14,CT
12072450,5,T
12072451,11,CT
12072452,7,T
12072453,4,T
12072454,1,T
