session_id,outcome,color
12140426,12,CT
12140427,3,T
12140428,6,T
12140429,1,T
12140430,11,CT
12140431,9,CT
12140432,12,CT
12140433,12,CT
12140434,9,CT
12140435,1,T
12140436,10,CT
12140437,12,CT
12140438,14,CT
12140439,0,Bonus
12140440,8,CT
12140441,12,CT
12140442,2,T
12140443,8,CT
12140444,0,Bonus
12140445,7,T
12140446,10,CT
12140447,8,CT
12140448,12,CT
12140449,13,CT
12140450,11,CT
12140451,6,T
12140452,7,T
12140453,9,CT
12140454,5,T
12140455,14,CT
12140456,5,T
12140457,1,T
12140458,10,CT
12140459,5,T
12140460,8,CT
12140461,8,CT
12140462,14,CT
12140463,12,CT
12140464,8,CT
12140465,10,CT
12140466,9,CT
12140467,7,T
12140468,6,T
12140469,1,T
12140470,1,T
12140471,14,CT
12140472,5,T
12140473,7,T
12140474,0,Bonus
12140475,2,T
12140476,7,T
12140477,4,T
12140478,7,T
12140479,9,CT
12140480,4,T
12140481,0,Bonus
12140482,2,T
12140483,1,T
12140484,5,T
12140485,8,CT
12140486,5,T
12140487,13,CT
12140488,13,CT
12140489,7,T
12140490,11,CT
12140491,13,CT
12140492,2,T
12140493,1,T
12140494,9,CT
12140495,0,Bonus
12140496,11,CT
12140497,4,T
12140498,2,T
12140499,13,CT
12140500,6,T
12140501,0,Bonus
12140502,2,T
12140503,0,Bonus
12140504,5,T
12140505,10,CT
12140506,11,CT
12140507,5,T
12140508,5,T
12140509,11,CT
12140510,6,T
12140511,4,T
12140512,12,CT
12140513,11,CT
12140514,5,T
12140515,7,T
12140516,9,CT
12140517,4,T
12140518,9,CT
12140519,5,T
12140520,9,CT
12140521,9,CT
12140522,6,T
12140523,1,T
12140524,6,T
12140525,10,CT
12140526,5,T
12140527,5,T
12140528,2,T
12140529,6,T
12140530,6,T
12140531,5,T
12140532,4,T
12140533,2,T
12140534,8,CT
12140535,6,T
12140536,2,T
12140537,1,T
12140538,10,CT
12140539,9,CT
12140540,2,T
12140541,10,CT
12140542,0,Bonus
12140543,5,T
12140544,4,T
12140545,14,CT
12140546,11,CT
12140547,6,T
12140548,11,CT
12140549,0,Bonus
