session_id,outcome,color
12086652,11,CT
12086653,0,Bonus
12086654,6,T
12086655,14,CT
12086656,3,T
12086657,8,CT
12086658,3,T
12086659,10,CT
12086660,14,CT
12086661,6,T
12086662,4,T
12086663,10,CT
12086664,1,T
12086665,10,CT
12086666,9,CT
12086667,14,CT
12086668,8,CT
12086669,6,T
12086670,14,CT
12086671,12,CT
12086672,1,T
12086673,8,CT
12086674,12,CT
12086675,14,CT
12086676,9,CT
12086677,5,T
12086678,1,T
12086679,12,CT
12086680,10,CT
12086681,12,CT
12086682,10,CT
12086683,7,T
12086684,3,T
12086685,11,CT
12086686,6,T
12086687,2,T
12086688,14,CT
12086689,13,CT
12086690,3,T
12086691,8,CT
12086692,1,T
12086693,4,T
12086694,2,T
12086695,5,T
12086696,4,T
12086697,10,CT
12086698,7,T
12086699,0,Bonus
12086700,11,CT
12086701,1,T
12086702,13,CT
12086703,3,T
12086704,8,CT
12086705,14,CT
12086706,12,CT
12086707,3,T
12086708,6,T
12086709,11,CT
12086710,5,T
12086711,4,T
12086712,7,T
12086713,6,T
12086714,14,CT
12086715,3,T
12086716,5,T
12086717,7,T
12086718,11,CT
12086719,4,T
12086720,9,CT
12086721,0,Bonus
12086722,5,T
12086723,0,Bonus
12086724,11,CT
12086725,3,T
12086726,14,CT
12086727,14,CT
12086728,4,T
12086729,4,T
12086730,13,CT
12086731,11,CT
12086732,5,T
12086733,10,CT
12086734,14,CT
12086735,1,T
12086736,0,Bonus
12086737,2,T
12086738,1,T
12086739,7,T
12086740,14,CT
12086741,10,CT
12086742,14,CT
12086743,10,CT
12086744,9,CT
12086745,13,CT
12086746,6,T
12086747,9,CT
12086748,12,CT
12086749,4,T
12086750,6,T
12086751,7,T
12086752,4,T
12086753,8,CT
12086754,2,T
12086755,4,T
12086756,8,CT
12086757,10,CT
12086758,4,T
12086759,4,T
12086760,2,T
12086761,3,T
12086762,5,T
12086763,8,CT
12086764,11,CT
12086765,11,CT
12086766,10,CT
12086767,10,CT
12086768,11,CT
12086769,4,T
12086770,11,CT
12086771,6,T
12086772,5,T
12086773,5,T
12086774,7,T
12086775,5,T
12086776,5,T
12086777,13,CT
12086778,8,CT
12086779,12,CT
12086780,2,T
12086781,0,Bonus
12086782,4,T
12086783,7,T
12086784,2,T
12086785,3,T
12086786,0,Bonus
12086787,3,T
12086788,14,CT
12086789,13,CT
12086790,3,T
12086791,0,Bonus
12086792,6,T
12086793,3,T
12086794,13,CT
12086795,1,T
12086796,10,CT
12086797,9,CT
12086798,5,T
12086799,5,T
12086800,7,T
12086801,13,CT
12086802,9,CT
12086803,1,T
12086804,11,CT
12086805,7,T
12086806,2,T
12086807,14,CT
12086808,12,CT
12086809,10,CT
12086810,4,T
12086811,12,CT
12086812,10,CT
12086813,9,CT
12086814,5,T
12086815,12,CT
12086816,4,T
12086817,5,T
12086818,11,CT
12086819,3,T
12086820,9,CT
12086821,2,T
12086822,7,T
12086823,14,CT
12086824,1,T
12086825,9,CT
12086826,10,CT
12086827,14,CT
12086828,8,CT
12086829,14,CT
12086830,6,T
12086831,4,T
12086832,11,CT
12086833,6,T
12086834,14,CT
12086835,5,T
12086836,10,CT
12086837,4,T
12086838,5,T
12086839,14,CT
12086840,2,T
12086841,0,Bonus
12086842,6,T
12086843,2,T
12086844,8,CT
12086845,14,CT
12086846,10,CT
12086847,3,T
12086848,6,T
12086849,13,CT
12086850,4,T
