session_id,outcome,color
12065137,2,T
12065138,11,CT
12065139,14,CT
12065140,11,CT
12065141,6,T
12065142,10,CT
12065143,13,CT
12065144,9,CT
12065145,14,CT
12065146,3,T
12065147,3,T
12065148,5,T
12065149,4,T
12065150,0,Bonus
12065151,13,CT
12065152,10,CT
12065153,8,CT
12065154,11,CT
12065155,5,T
12065156,13,CT
12065157,11,CT
12065158,7,T
12065159,1,T
12065160,6,T
12065161,14,CT
12065162,5,T
12065163,11,CT
12065164,2,T
12065165,4,T
12065166,12,CT
12065167,9,CT
12065168,5,T
12065169,8,CT
12065170,10,CT
12065171,5,T
12065172,11,CT
12065173,7,T
12065174,7,T
12065175,13,CT
12065176,10,CT
12065177,11,CT
12065178,5,T
12065179,10,CT
12065180,3,T
12065181,13,CT
12065182,12,CT
12065183,14,CT
12065184,8,CT
12065185,5,T
12065186,5,T
12065187,11,CT
12065188,11,CT
12065189,11,CT
12065190,3,T
12065191,12,CT
12065192,11,CT
12065193,6,T
12065194,12,CT
12065195,3,T
12065196,0,Bonus
12065197,11,CT
12065198,8,CT
12065199,0,Bonus
12065200,14,CT
12065201,9,CT
12065202,3,T
12065203,4,T
12065204,11,CT
12065205,11,CT
12065206,11,CT
12065207,1,T
12065208,8,CT
12065209,10,CT
12065210,4,T
12065211,4,T
12065212,0,Bonus
12065213,8,CT
12065214,2,T
12065215,1,T
12065216,1,T
12065217,10,CT
12065218,12,CT
12065219,12,CT
12065220,12,CT
12065221,3,T
12065222,4,T
12065223,12,CT
12065224,5,T
12065225,2,T
12065226,0,Bonus
12065227,3,T
12065228,4,T
12065229,4,T
12065230,3,T
12065231,4,T
12065232,3,T
12065233,5,T
12065234,0,Bonus
12065235,8,CT
12065236,0,Bonus
12065237,0,Bonus
12065238,13,CT
12065239,2,T
12065240,9,CT
12065241,1,T
12065242,12,CT
12065243,11,CT
12065244,7,T
12065245,10,CT
12065246,10,CT
12065247,14,CT
12065248,8,CT
12065249,1,T
12065250,6,T
12065251,6,T
12065252,3,T
12065253,0,Bonus
12065254,0,Bonus
12065255,6,T
12065256,1,T
12065257,7,T
12065258,11,CT
12065259,1,T
12065260,11,CT
12065261,10,CT
12065262,0,Bonus
12065263,6,T
12065264,5,T
12065265,6,T
12065266,6,T
12065267,10,CT
12065268,10,CT
12065269,6,T
12065270,14,CT
12065271,10,CT
12065272,4,T
12065273,1,T
12065274,9,CT
12065275,4,T
12065276,14,CT
12065277,9,CT
12065278,5,T
12065279,11,CT
12065280,1,T
12065281,4,T
12065282,3,T
12065283,8,CT
12065284,3,T
12065285,13,CT
12065286,14,CT
12065287,9,CT
12065288,5,T
12065289,1,T
12065290,0,Bonus
12065291,10,CT
12065292,7,T
12065293,0,Bonus
12065294,5,T
12065295,2,T
12065296,10,CT
12065297,12,CT
12065298,4,T
12065299,0,Bonus
12065300,12,CT
12065301,8,CT
12065302,10,CT
12065303,4,T
12065304,5,T
