session_id,outcome,color
12090239,6,T
12090240,4,T
12090241,14,CT
12090242,12,CT
12090243,14,CT
12090244,6,T
12090245,5,T
12090246,6,T
12090247,9,CT
12090248,11,CT
12090249,14,CT
12090250,6,T
12090251,0,Bonus
12090252,3,T
12090253,9,CT
12090254,11,CT
12090255,10,CT
12090256,12,CT
12090257,5,T
12090258,5,T
12090259,10,CT
12090260,14,CT
12090261,10,CT
12090262,12,CT
12090263,0,Bonus
12090264,11,CT
12090265,14,CT
12090266,0,Bonus
12090267,7,T
12090268,9,CT
12090269,6,T
12090270,5,T
12090271,3,T
12090272,5,T
12090273,7,T
12090274,10,CT
12090275,14,CT
12090276,5,T
12090277,14,CT
12090278,3,T
12090279,5,T
12090280,12,CT
12090281,1,T
12090282,4,T
12090283,4,T
12090284,8,CT
12090285,5,T
12090286,13,CT
12090287,2,T
12090288,5,T
12090289,7,T
12090290,3,T
12090291,11,CT
12090292,0,Bonus
12090293,1,T
12090294,11,CT
12090295,11,CT
12090296,5,T
12090297,13,CT
12090298,10,CT
12090299,14,CT
12090300,14,CT
12090301,1,T
12090302,11,CT
12090303,9,CT
12090304,9,CT
12090305,14,CT
12090306,1,T
12090307,14,CT
12090308,2,T
12090309,11,CT
12090310,7,T
12090311,0,Bonus
12090312,9,CT
12090313,12,CT
12090314,3,T
12090315,10,CT
12090316,3,T
12090317,3,T
12090318,0,Bonus
12090319,8,CT
12090320,10,CT
12090321,1,T
12090322,1,T
12090323,6,T
12090324,11,CT
12090325,12,CT
12090326,10,CT
12090327,9,CT
12090328,2,T
12090329,12,CT
12090330,3,T
12090331,1,T
12090332,8,CT
12090333,4,T
12090334,10,CT
12090335,13,CT
12090336,9,CT
12090337,5,T
12090338,3,T
12090339,6,T
12090340,4,T
12090341,4,T
12090342,0,Bonus
12090343,9,CT
12090344,1,T
12090345,13,CT
12090346,4,T
12090347,6,T
12090348,6,T
12090349,9,CT
12090350,3,T
12090351,1,T
12090352,10,CT
12090353,12,CT
12090354,13,CT
12090355,11,CT
12090356,9,CT
12090357,7,T
12090358,1,T
12090359,4,T
12090360,2,T
12090361,14,CT
12090362,13,CT
12090363,14,CT
12090364,6,T
12090365,12,CT
12090366,9,CT
12090367,10,CT
12090368,12,CT
12090369,13,CT
12090370,3,T
12090371,0,Bonus
12090372,4,T
12090373,5,T
12090374,10,CT
12090375,0,Bonus
12090376,1,T
12090377,6,T
12090378,4,T
12090379,9,CT
12090380,1,T
12090381,11,CT
12090382,5,T
12090383,9,CT
12090384,12,CT
12090385,7,T
12090386,13,CT
12090387,14,CT
12090388,6,T
12090389,10,CT
12090390,8,CT
12090391,5,T
12090392,10,CT
12090393,9,CT
12090394,10,CT
12090395,5,T
12090396,8,CT
12090397,12,CT
12090398,14,CT
12090399,13,CT
12090400,9,CT
12090401,0,Bonus
12090402,9,CT
12090403,0,Bonus
12090404,14,CT
12090405,14,CT
12090406,0,Bonus
12090407,9,CT
12090408,14,CT
12090409,5,T
12090410,2,T
12090411,11,CT
12090412,3,T
12090413,3,T
12090414,5,T
12090415,12,CT
12090416,7,T
12090417,3,T
12090418,13,CT
12090419,11,CT
12090420,13,CT
12090421,13,CT
12090422,6,T
12090423,8,CT
12090424,12,CT
12090425,8,CT
12090426,3,T
12090427,0,Bonus
12090428,2,T
12090429,0,Bonus
12090430,10,CT
12090431,6,T
12090432,10,CT
12090433,7,T
12090434,13,CT
12090435,13,CT
12090436,10,CT
12090437,12,CT
12090438,3,T
12090439,1,T
12090440,8,CT
12090441,1,T
12090442,11,CT
12090443,0,Bonus
12090444,6,T
12090445,1,T
12090446,6,T
12090447,9,CT
12090448,13,CT
12090449,9,CT
12090450,7,T
12090451,9,CT
12090452,7,T
12090453,12,CT
12090454,10,CT
12090455,8,CT
12090456,11,CT
12090457,13,CT
12090458,10,CT
12090459,3,T
12090460,9,CT
12090461,4,T
12090462,2,T
12090463,9,CT
12090464,6,T
12090465,2,T
12090466,0,Bonus
12090467,2,T
12090468,1,T
12090469,0,Bonus
12090470,10,CT
12090471,8,CT
12090472,2,T
12090473,9,CT
12090474,12,CT
12090475,5,T
12090476,10,CT
12090477,8,CT
12090478,14,CT
12090479,7,T
12090480,12,CT
12090481,1,T
12090482,0,Bonus
12090483,14,CT
12090484,5,T
12090485,4,T
12090486,9,CT
12090487,5,T
12090488,7,T
12090489,2,T
12090490,13,CT
12090491,5,T
12090492,7,T
12090493,2,T
12090494,8,CT
12090495,0,Bonus
12090496,13,CT
12090497,2,T
12090498,2,T
12090499,3,T
12090500,5,T
12090501,3,T
12090502,0,Bonus
12090503,11,CT
12090504,3,T
12090505,2,T
12090506,13,CT
12090507,3,T
12090508,5,T
12090509,1,T
12090510,12,CT
12090511,11,CT
12090512,4,T
12090513,0,Bonus
12090514,0,Bonus
12090515,6,T
12090516,10,CT
12090517,9,CT
12090518,3,T
12090519,1,T
12090520,2,T
12090521,1,T
12090522,2,T
12090523,2,T
12090524,10,CT
12090525,8,CT
12090526,5,T
12090527,10,CT
12090528,14,CT
12090529,5,T
12090530,6,T
12090531,6,T
12090532,10,CT
12090533,9,CT
12090534,4,T
12090535,1,T
12090536,10,CT
12090537,13,CT
12090538,2,T
12090539,7,T
12090540,11,CT
12090541,14,CT
12090542,14,CT
12090543,2,T
12090544,13,CT
12090545,8,CT
12090546,1,T
12090547,11,CT
12090548,1,T
12090549,8,CT
12090550,12,CT
12090551,2,T
12090552,4,T
12090553,1,T
12090554,5,T
12090555,6,T
12090556,14,CT
12090557,12,CT
12090558,13,CT
12090559,4,T
12090560,12,CT
12090561,11,CT
12090562,14,CT
12090563,3,T
12090564,3,T
12090565,2,T
12090566,2,T
12090567,2,T
12090568,2,T
12090569,5,T
12090570,14,CT
12090571,6,T
12090572,6,T
12090573,2,T
12090574,3,T
12090575,9,CT
12090576,14,CT
12090577,3,T
12090578,1,T
12090579,8,CT
12090580,3,T
12090581,10,CT
12090582,9,CT
12090583,12,CT
12090584,6,T
12090585,12,CT
12090586,8,CT
12090587,14,CT
12090588,3,T
12090589,7,T
12090590,11,CT
12090591,2,T
12090592,5,T
