session_id,outcome,color
12061551,6,T
12061552,3,T
12061553,2,T
12061554,2,T
12061555,6,T
12061556,11,CT
12061557,5,T
12061558,2,T
12061559,1,T
12061560,10,CT
12061561,7,T
12061562,3,T
12061563,1,T
12061564,10,CT
12061565,12,CT
12061566,14,CT
12061567,5,T
12061568,2,T
12061569,14,CT
12061570,4,T
12061571,4,T
12061572,0,Bonus
12061573,6,T
12061574,3,T
12061575,9,CT
12061576,8,CT
12061577,9,CT
12061578,12,CT
12061579,11,CT
12061580,10,CT
12061581,3,T
12061582,14,CT
12061583,2,T
12061584,6,T
12061585,13,CT
12061586,12,CT
12061587,12,CT
12061588,1,T
12061589,5,T
12061590,9,CT
12061591,12,CT
12061592,13,CT
12061593,12,CT
12061594,9,CT
12061595,11,CT
12061596,1,T
12061597,3,T
12061598,8,CT
12061599,0,Bonus
12061600,7,T
12061601,1,T
12061602,0,Bonus
12061603,7,T
12061604,6,T
12061605,5,T
12061606,1,T
12061607,14,CT
12061608,0,Bonus
12061609,1,T
12061610,14,CT
12061611,7,T
12061612,10,CT
12061613,11,CT
12061614,2,T
12061615,12,CT
12061616,0,Bonus
12061617,9,CT
12061618,1,T
12061619,10,CT
12061620,10,CT
12061621,9,CT
12061622,7,T
12061623,6,T
12061624,1,T
12061625,13,CT
12061626,14,CT
12061627,11,CT
12061628,3,T
12061629,2,T
12061630,12,CT
12061631,1,T
12061632,4,T
12061633,10,CT
12061634,5,T
12061635,9,CT
12061636,14,CT
12061637,12,CT
12061638,5,T
12061639,2,T
12061640,10,CT
12061641,4,T
12061642,3,T
12061643,9,CT
12061644,13,CT
12061645,5,T
12061646,0,Bonus
12061647,4,T
12061648,3,T
12061649,7,T
12061650,14,CT
12061651,4,T
12061652,6,T
12061653,8,CT
12061654,0,Bonus
12061655,11,CT
12061656,4,T
12061657,12,CT
12061658,3,T
12061659,10,CT
12061660,10,CT
12061661,0,Bonus
12061662,2,T
12061663,11,CT
12061664,5,T
12061665,6,T
12061666,1,T
12061667,12,CT
12061668,4,T
12061669,10,CT
12061670,3,T
12061671,7,T
12061672,10,CT
12061673,10,CT
12061674,10,CT
12061675,8,CT
12061676,9,CT
12061677,7,T
12061678,8,CT
12061679,4,T
12061680,0,Bonus
12061681,1,T
12061682,4,T
12061683,11,CT
12061684,3,T
12061685,14,CT
12061686,14,CT
12061687,10,CT
12061688,8,CT
12061689,13,CT
12061690,14,CT
12061691,2,T
12061692,10,CT
12061693,1,T
12061694,12,CT
12061695,3,T
12061696,12,CT
12061697,4,T
12061698,6,T
12061699,6,T
12061700,3,T
12061701,2,T
12061702,0,Bonus
12061703,1,T
12061704,0,Bonus
12061705,8,CT
12061706,7,T
12061707,8,CT
12061708,8,CT
12061709,8,CT
12061710,3,T
12061711,8,CT
12061712,9,CT
12061713,11,CT
12061714,1,T
12061715,5,T
12061716,12,CT
12061717,7,T
12061718,7,T
12061719,6,T
12061720,5,T
12061721,6,T
12061722,12,CT
12061723,14,CT
12061724,12,CT
12061725,1,T
12061726,5,T
12061727,12,CT
12061728,9,CT
12061729,13,CT
12061730,10,CT
12061731,12,CT
12061732,9,CT
12061733,5,T
12061734,13,CT
12061735,11,CT
12061736,4,T
12061737,9,CT
12061738,10,CT
12061739,9,CT
12061740,0,Bonus
12061741,2,T
12061742,14,CT
12061743,5,T
12061744,11,CT
12061745,9,CT
12061746,1,T
12061747,14,CT
12061748,2,T
12061749,13,CT
12061750,14,CT
12061751,12,CT
12061752,0,Bonus
12061753,0,Bonus
12061754,6,T
12061755,11,CT
12061756,3,T
12061757,14,CT
12061758,0,Bonus
12061759,3,T
12061760,5,T
12061761,8,CT
12061762,11,CT
12061763,13,CT
12061764,9,CT
12061765,10,CT
12061766,8,CT
12061767,3,T
12061768,13,CT
12061769,9,CT
12061770,11,CT
12061771,9,CT
12061772,9,CT
12061773,8,CT
12061774,5,T
12061775,14,CT
12061776,5,T
12061777,4,T
12061778,0,Bonus
12061779,11,CT
12061780,1,T
12061781,0,Bonus
12061782,0,Bonus
12061783,2,T
12061784,12,CT
12061785,0,Bonus
12061786,0,Bonus
12061787,1,T
12061788,5,T
12061789,8,CT
12061790,7,T
12061791,13,CT
12061792,4,T
12061793,1,T
12061794,3,T
12061795,6,T
12061796,14,CT
12061797,4,T
12061798,13,CT
12061799,13,CT
12061800,5,T
12061801,9,CT
12061802,1,T
12061803,10,CT
12061804,8,CT
12061805,10,CT
12061806,10,CT
12061807,0,Bonus
12061808,13,CT
12061809,4,T
12061810,7,T
12061811,0,Bonus
12061812,0,Bonus
12061813,5,T
12061814,12,CT
12061815,0,Bonus
12061816,7,T
12061817,6,T
12061818,1,T
12061819,13,CT
12061820,0,Bonus
12061821,10,CT
12061822,13,CT
12061823,4,T
12061824,7,T
12061825,10,CT
12061826,12,CT
12061827,13,CT
12061828,9,CT
12061829,7,T
12061830,11,CT
12061831,9,CT
12061832,7,T
12061833,9,CT
12061834,6,T
12061835,0,Bonus
12061836,12,CT
12061837,11,CT
12061838,7,T
12061839,8,CT
12061840,13,CT
12061841,5,T
12061842,3,T
12061843,3,T
12061844,3,T
12061845,1,T
12061846,14,CT
12061847,12,CT
12061848,9,CT
12061849,9,CT
12061850,9,CT
12061851,0,Bonus
12061852,4,T
12061853,10,CT
12061854,3,T
12061855,13,CT
12061856,4,T
12061857,2,T
12061858,5,T
12061859,11,CT
12061860,5,T
12061861,8,CT
12061862,9,CT
12061863,0,Bonus
