session_id,outcome,color
12115336,1,T
12115337,3,T
12115338,2,T
12115339,11,CT
12115340,13,CT
12115341,11,CT
12115342,3,T
12115343,4,T
12115344,2,T
12115345,4,T
12115346,9,CT
12115347,14,CT
12115348,8,CT
12115349,5,T
12115350,6,T
12115351,6,T
12115352,14,CT
12115353,11,CT
12115354,8,CT
12115355,11,CT
12115356,5,T
12115357,11,CT
12115358,2,T
12115359,2,T
12115360,6,T
12115361,7,T
12115362,1,T
12115363,0,Bonus
12115364,13,CT
12115365,5,T
12115366,3,T
12115367,14,CT
12115368,11,CT
12115369,10,CT
12115370,3,T
12115371,2,T
12115372,9,CT
12115373,10,CT
12115374,6,T
12115375,11,CT
12115376,12,CT
12115377,10,CT
12115378,12,CT
12115379,6,T
12115380,13,CT
12115381,9,CT
12115382,4,T
12115383,3,T
12115384,14,CT
12115385,2,T
12115386,8,CT
12115387,8,CT
12115388,1,T
12115389,11,CT
12115390,4,T
12115391,4,T
12115392,12,CT
12115393,12,CT
12115394,14,CT
12115395,3,T
12115396,7,T
12115397,13,CT
12115398,14,CT
12115399,5,T
12115400,14,CT
12115401,2,T
12115402,12,CT
12115403,12,CT
12115404,4,T
12115405,3,T
12115406,0,Bonus
12115407,12,CT
12115408,7,T
12115409,10,CT
12115410,6,T
12115411,0,Bonus
12115412,12,CT
12115413,8,CT
12115414,7,T
12115415,1,T
12115416,6,T
12115417,4,T
12115418,5,T
12115419,6,T
12115420,1,T
12115421,2,T
12115422,14,CT
12115423,8,CT
12115424,3,T
12115425,12,CT
12115426,14,CT
12115427,9,CT
12115428,9,CT
12115429,1,T
12115430,1,T
12115431,14,CT
12115432,2,T
12115433,8,CT
12115434,5,T
12115435,7,T
12115436,11,CT
12115437,3,T
12115438,9,CT
12115439,5,T
12115440,4,T
12115441,12,CT
12115442,12,CT
12115443,14,CT
12115444,11,CT
12115445,10,CT
12115446,4,T
12115447,4,T
12115448,5,T
12115449,4,T
12115450,2,T
12115451,6,T
12115452,5,T
12115453,6,T
12115454,5,T
12115455,7,T
12115456,14,CT
12115457,14,CT
12115458,10,CT
12115459,1,T
12115460,6,T
12115461,1,T
12115462,4,T
12115463,6,T
12115464,10,CT
12115465,3,T
12115466,0,Bonus
12115467,8,CT
12115468,9,CT
12115469,9,CT
12115470,14,CT
12115471,0,Bonus
12115472,3,T
12115473,13,CT
12115474,14,CT
12115475,7,T
12115476,1,T
12115477,9,CT
12115478,6,T
12115479,10,CT
12115480,14,CT
12115481,2,T
12115482,11,CT
12115483,1,T
12115484,4,T
12115485,12,CT
12115486,7,T
12115487,0,Bonus
12115488,13,CT
12115489,0,Bonus
12115490,10,CT
12115491,14,CT
12115492,7,T
12115493,7,T
12115494,3,T
12115495,5,T
12115496,10,CT
12115497,1,T
12115498,13,CT
12115499,11,CT
12115500,4,T
12115501,7,T
12115502,8,CT
12115503,2,T
12115504,13,CT
12115505,1,T
12115506,12,CT
12115507,13,CT
12115508,6,T
12115509,8,CT
12115510,13,CT
12115511,13,CT
12115512,1,T
12115513,2,T
12115514,1,T
12115515,9,CT
12115516,12,CT
12115517,11,CT
12115518,0,Bonus
12115519,8,CT
12115520,0,Bonus
12115521,9,CT
12115522,2,T
12115523,2,T
12115524,5,T
12115525,10,CT
12115526,2,T
12115527,12,CT
12115528,4,T
12115529,12,CT
12115530,13,CT
12115531,9,CT
12115532,2,T
12115533,6,T
12115534,8,CT
12115535,3,T
12115536,4,T
12115537,9,CT
12115538,6,T
12115539,0,Bonus
12115540,9,CT
12115541,10,CT
12115542,4,T
12115543,8,CT
12115544,0,Bonus
12115545,11,CT
12115546,11,CT
12115547,6,T
12115548,12,CT
12115549,9,CT
12115550,13,CT
12115551,10,CT
12115552,0,Bonus
12115553,12,CT
12115554,14,CT
12115555,10,CT
12115556,11,CT
12115557,0,Bonus
12115558,4,T
12115559,8,CT
12115560,2,T
12115561,9,CT
12115562,9,CT
12115563,6,T
12115564,14,CT
12115565,10,CT
12115566,9,CT
12115567,12,CT
12115568,10,CT
12115569,5,T
12115570,9,CT
12115571,0,Bonus
12115572,0,Bonus
12115573,0,Bonus
12115574,13,CT
12115575,1,T
12115576,6,T
12115577,3,T
12115578,3,T
12115579,13,CT
12115580,1,T
12115581,5,T
12115582,14,CT
12115583,12,CT
12115584,13,CT
12115585,2,T
12115586,1,T
12115587,14,CT
12115588,5,T
12115589,11,CT
12115590,6,T
12115591,3,T
12115592,6,T
12115593,9,CT
12115594,9,CT
12115595,0,Bonus
12115596,8,CT
12115597,9,CT
12115598,1,T
12115599,6,T
12115600,8,CT
12115601,3,T
12115602,3,T
12115603,3,T
12115604,8,CT
12115605,14,CT
12115606,4,T
12115607,13,CT
12115608,13,CT
12115609,12,CT
12115610,13,CT
12115611,2,T
12115612,13,CT
12115613,7,T
12115614,8,CT
12115615,4,T
12115616,4,T
12115617,8,CT
12115618,13,CT
12115619,1,T
12115620,9,CT
12115621,13,CT
12115622,8,CT
12115623,10,CT
12115624,9,CT
12115625,8,CT
12115626,9,CT
12115627,14,CT
12115628,12,CT
12115629,2,T
12115630,10,CT
12115631,5,T
12115632,12,CT
12115633,9,CT
12115634,11,CT
12115635,2,T
12115636,12,CT
12115637,0,Bonus
12115638,14,CT
12115639,9,CT
12115640,14,CT
12115641,1,T
12115642,1,T
12115643,14,CT
12115644,11,CT
12115645,8,CT
12115646,7,T
12115647,1,T
12115648,0,Bonus
12115649,1,T
12115650,3,T
12115651,4,T
12115652,14,CT
12115653,5,T
12115654,12,CT
12115655,7,T
12115656,4,T
12115657,14,CT
12115658,12,CT
12115659,2,T
12115660,1,T
12115661,1,T
12115662,0,Bonus
12115663,8,CT
12115664,5,T
12115665,4,T
12115666,11,CT
12115667,0,Bonus
12115668,5,T
12115669,1,T
12115670,5,T
12115671,14,CT
12115672,5,T
12115673,14,CT
12115674,0,Bonus
12115675,5,T
12115676,11,CT
12115677,9,CT
12115678,12,CT
12115679,6,T
12115680,0,Bonus
12115681,9,CT
12115682,9,CT
12115683,3,T
12115684,1,T
12115685,4,T
12115686,11,CT
12115687,8,CT
12115688,0,Bonus
12115689,7,T
12115690,8,CT
12115691,10,CT
12115692,8,CT
12115693,1,T
12115694,5,T
12115695,13,CT
12115696,11,CT
12115697,4,T
12115698,13,CT
12115699,8,CT
12115700,11,CT
12115701,13,CT
12115702,5,T
12115703,11,CT
12115704,0,Bonus
12115705,10,CT
12115706,5,T
12115707,11,CT
12115708,11,CT
12115709,13,CT
12115710,6,T
12115711,6,T
12115712,9,CT
12115713,3,T
12115714,2,T
12115715,8,CT
12115716,11,CT
12115717,11,CT
12115718,6,T
12115719,8,CT
12115720,3,T
12115721,11,CT
12115722,12,CT
12115723,2,T
12115724,8,CT
12115725,7,T
12115726,2,T
12115727,11,CT
12115728,6,T
12115729,3,T
12115730,7,T
12115731,5,T
12115732,12,CT
12115733,6,T
12115734,11,CT
12115735,12,CT
12115736,4,T
12115737,7,T
12115738,11,CT
12115739,3,T
12115740,14,CT
12115741,0,Bonus
12115742,1,T
12115743,6,T
12115744,3,T
12115745,0,Bonus
12115746,8,CT
12115747,0,Bonus
12115748,4,T
12115749,13,CT
12115750,11,CT
12115751,12,CT
12115752,3,T
12115753,11,CT
12115754,13,CT
12115755,13,CT
12115756,13,CT
12115757,6,T
12115758,7,T
12115759,9,CT
12115760,5,T
12115761,3,T
12115762,10,CT
12115763,4,T
12115764,10,CT
12115765,6,T
12115766,3,T
12115767,12,CT
12115768,14,CT
12115769,11,CT
12115770,13,CT
12115771,12,CT
12115772,14,CT
12115773,13,CT
12115774,2,T
12115775,0,Bonus
12115776,0,Bonus
12115777,9,CT
12115778,5,T
12115779,11,CT
12115780,2,T
12115781,14,CT
12115782,13,CT
12115783,4,T
12115784,7,T
12115785,1,T
12115786,12,CT
12115787,10,CT
12115788,8,CT
12115789,1,T
12115790,1,T
12115791,4,T
12115792,14,CT
12115793,6,T
12115794,8,CT
12115795,8,CT
12115796,8,CT
12115797,6,T
12115798,0,Bonus
12115799,13,CT
12115800,10,CT
12115801,13,CT
12115802,1,T
12115803,6,T
12115804,8,CT
12115805,13,CT
12115806,8,CT
12115807,1,T
12115808,0,Bonus
12115809,5,T
12115810,12,CT
12115811,4,T
12115812,7,T
12115813,11,CT
12115814,14,CT
12115815,14,CT
12115816,10,CT
12115817,10,CT
12115818,13,CT
12115819,12,CT
12115820,2,T
12115821,4,T
12115822,12,CT
12115823,12,CT
12115824,8,CT
12115825,4,T
12115826,0,Bonus
12115827,12,CT
12115828,9,CT
12115829,7,T
12115830,3,T
12115831,3,T
12115832,3,T
12115833,11,CT
12115834,8,CT
12115835,8,CT
12115836,12,CT
12115837,2,T
12115838,10,CT
12115839,7,T
12115840,8,CT
12115841,2,T
12115842,10,CT
12115843,0,Bonus
12115844,1,T
12115845,9,CT
12115846,4,T
12115847,11,CT
12115848,4,T
12115849,9,CT
12115850,9,CT
12115851,4,T
12115852,5,T
12115853,3,T
12115854,2,T
12115855,4,T
12115856,12,CT
12115857,6,T
12115858,11,CT
12115859,7,T
12115860,10,CT
12115861,11,CT
12115862,13,CT
12115863,3,T
12115864,8,CT
12115865,0,Bonus
12115866,3,T
12115867,10,CT
12115868,0,Bonus
12115869,2,T
12115870,14,CT
12115871,12,CT
12115872,9,CT
12115873,2,T
12115874,3,T
12115875,14,CT
12115876,9,CT
12115877,10,CT
12115878,4,T
12115879,0,Bonus
12115880,10,CT
12115881,3,T
12115882,11,CT
12115883,5,T
12115884,8,CT
12115885,1,T
12115886,3,T
12115887,9,CT
12115888,6,T
12115889,11,CT
12115890,4,T
12115891,14,CT
12115892,11,CT
12115893,7,T
12115894,2,T
12115895,2,T
12115896,2,T
12115897,0,Bonus
12115898,12,CT
12115899,11,CT
12115900,11,CT
12115901,13,CT
12115902,1,T
12115903,3,T
12115904,0,Bonus
12115905,12,CT
12115906,5,T
12115907,9,CT
12115908,0,Bonus
12115909,7,T
12115910,4,T
12115911,10,CT
12115912,0,Bonus
12115913,13,CT
12115914,4,T
12115915,4,T
12115916,8,CT
12115917,2,T
12115918,4,T
12115919,14,CT
12115920,5,T
12115921,1,T
12115922,7,T
12115923,1,T
12115924,9,CT
12115925,4,T
12115926,6,T
12115927,11,CT
12115928,1,T
12115929,8,CT
12115930,9,CT
12115931,4,T
12115932,10,CT
12115933,12,CT
12115934,8,CT
12115935,13,CT
12115936,9,CT
12115937,3,T
12115938,14,CT
12115939,14,CT
12115940,2,T
12115941,12,CT
12115942,3,T
12115943,0,Bonus
12115944,6,T
12115945,7,T
12115946,3,T
12115947,10,CT
12115948,9,CT
12115949,1,T
12115950,14,CT
12115951,13,CT
12115952,6,T
12115953,11,CT
12115954,12,CT
12115955,9,CT
12115956,14,CT
12115957,11,CT
12115958,6,T
12115959,10,CT
12115960,8,CT
12115961,8,CT
12115962,7,T
12115963,0,Bonus
12115964,11,CT
12115965,6,T
12115966,12,CT
12115967,3,T
12115968,8,CT
12115969,2,T
12115970,0,Bonus
12115971,8,CT
12115972,10,CT
12115973,14,CT
12115974,5,T
12115975,9,CT
12115976,5,T
12115977,0,Bonus
12115978,9,CT
12115979,10,CT
12115980,5,T
12115981,13,CT
12115982,2,T
12115983,1,T
12115984,5,T
12115985,9,CT
12115986,9,CT
12115987,2,T
12115988,8,CT
12115989,10,CT
12115990,7,T
12115991,3,T
12115992,5,T
12115993,10,CT
12115994,5,T
12115995,9,CT
12115996,12,CT
12115997,5,T
12115998,2,T
12115999,2,T
12116000,11,CT
12116001,10,CT
12116002,9,CT
12116003,2,T
12116004,7,T
12116005,10,CT
12116006,3,T
12116007,3,T
12116008,7,T
12116009,9,CT
12116010,12,CT
12116011,5,T
12116012,3,T
12116013,13,CT
12116014,8,CT
12116015,10,CT
12116016,4,T
12116017,3,T
12116018,3,T
12116019,9,CT
12116020,13,CT
12116021,6,T
12116022,13,CT
12116023,10,CT
12116024,6,T
12116025,12,CT
12116026,1,T
12116027,5,T
12116028,2,T
12116029,5,T
12116030,2,T
12116031,8,CT
12116032,7,T
12116033,6,T
12116034,10,CT
12116035,1,T
12116036,5,T
12116037,7,T
12116038,6,T
12116039,14,CT
12116040,5,T
12116041,3,T
12116042,13,CT
12116043,10,CT
12116044,7,T
12116045,11,CT
12116046,0,Bonus
12116047,8,CT
12116048,9,CT
12116049,8,CT
12116050,0,Bonus
12116051,8,CT
12116052,0,Bonus
12116053,6,T
12116054,11,CT
12116055,7,T
12116056,6,T
12116057,4,T
12116058,0,Bonus
12116059,8,CT
12116060,8,CT
12116061,6,T
12116062,4,T
12116063,7,T
12116064,10,CT
12116065,5,T
12116066,0,Bonus
12116067,7,T
12116068,6,T
12116069,7,T
12116070,14,CT
12116071,12,CT
12116072,6,T
12116073,1,T
12116074,8,CT
12116075,10,CT
12116076,0,Bonus
12116077,11,CT
12116078,0,Bonus
12116079,7,T
12116080,10,CT
12116081,4,T
12116082,4,T
12116083,6,T
12116084,9,CT
12116085,11,CT
12116086,0,Bonus
12116087,9,CT
12116088,7,T
12116089,9,CT
12116090,4,T
12116091,13,CT
12116092,1,T
12116093,12,CT
12116094,10,CT
12116095,4,T
12116096,4,T
12116097,11,CT
12116098,4,T
12116099,11,CT
12116100,6,T
12116101,12,CT
12116102,9,CT
12116103,8,CT
12116104,3,T
12116105,4,T
12116106,10,CT
12116107,14,CT
12116108,3,T
12116109,8,CT
12116110,14,CT
12116111,4,T
12116112,13,CT
12116113,14,CT
12116114,7,T
12116115,5,T
12116116,8,CT
12116117,3,T
12116118,11,CT
12116119,4,T
12116120,9,CT
12116121,12,CT
12116122,12,CT
12116123,0,Bonus
12116124,14,CT
12116125,8,CT
12116126,14,CT
12116127,12,CT
12116128,8,CT
12116129,7,T
12116130,12,CT
12116131,2,T
12116132,12,CT
12116133,5,T
12116134,8,CT
12116135,7,T
12116136,5,T
12116137,9,CT
12116138,3,T
12116139,5,T
12116140,0,Bonus
12116141,8,CT
12116142,11,CT
12116143,5,T
12116144,1,T
12116145,7,T
12116146,2,T
12116147,9,CT
12116148,1,T
12116149,4,T
12116150,9,CT
12116151,0,Bonus
12116152,3,T
12116153,10,CT
12116154,7,T
12116155,14,CT
12116156,0,Bonus
12116157,0,Bonus
12116158,4,T
12116159,12,CT
12116160,11,CT
12116161,9,CT
12116162,7,T
12116163,11,CT
12116164,12,CT
12116165,0,Bonus
12116166,13,CT
12116167,11,CT
12116168,2,T
12116169,6,T
12116170,1,T
12116171,2,T
12116172,8,CT
12116173,11,CT
12116174,9,CT
12116175,11,CT
12116176,8,CT
12116177,5,T
12116178,3,T
12116179,4,T
12116180,0,Bonus
12116181,6,T
12116182,6,T
12116183,0,Bonus
12116184,13,CT
12116185,5,T
12116186,12,CT
12116187,13,CT
12116188,12,CT
12116189,14,CT
12116190,3,T
12116191,7,T
12116192,6,T
12116193,14,CT
12116194,7,T
12116195,8,CT
12116196,2,T
12116197,9,CT
12116198,1,T
12116199,14,CT
12116200,9,CT
12116201,13,CT
12116202,5,T
12116203,3,T
12116204,10,CT
12116205,12,CT
12116206,2,T
12116207,1,T
12116208,10,CT
12116209,7,T
12116210,10,CT
12116211,4,T
12116212,10,CT
12116213,0,Bonus
12116214,2,T
12116215,2,T
12116216,7,T
12116217,12,CT
12116218,1,T
12116219,1,T
12116220,9,CT
12116221,11,CT
12116222,12,CT
12116223,10,CT
12116224,7,T
12116225,10,CT
12116226,3,T
12116227,4,T
12116228,7,T
12116229,6,T
12116230,4,T
12116231,7,T
12116232,3,T
12116233,3,T
12116234,11,CT
12116235,10,CT
12116236,3,T
12116237,10,CT
12116238,12,CT
12116239,8,CT
12116240,14,CT
12116241,8,CT
12116242,9,CT
12116243,9,CT
12116244,8,CT
12116245,11,CT
12116246,10,CT
12116247,6,T
12116248,6,T
12116249,2,T
12116250,6,T
12116251,10,CT
12116252,11,CT
12116253,9,CT
12116254,8,CT
12116255,1,T
12116256,13,CT
12116257,4,T
12116258,9,CT
12116259,0,Bonus
12116260,2,T
12116261,2,T
12116262,12,CT
12116263,9,CT
12116264,11,CT
12116265,11,CT
12116266,4,T
12116267,2,T
12116268,0,Bonus
12116269,2,T
12116270,1,T
12116271,13,CT
12116272,3,T
12116273,7,T
12116274,6,T
12116275,0,Bonus
12116276,13,CT
12116277,4,T
12116278,4,T
12116279,1,T
12116280,9,CT
12116281,13,CT
12116282,2,T
12116283,0,Bonus
12116284,6,T
12116285,0,Bonus
12116286,5,T
12116287,8,CT
12116288,10,CT
12116289,9,CT
12116290,6,T
12116291,12,CT
12116292,11,CT
12116293,8,CT
12116294,2,T
12116295,2,T
12116296,8,CT
12116297,9,CT
12116298,7,T
12116299,11,CT
12116300,3,T
12116301,1,T
12116302,11,CT
12116303,7,T
12116304,13,CT
12116305,5,T
12116306,12,CT
12116307,11,CT
12116308,6,T
12116309,11,CT
12116310,4,T
12116311,6,T
12116312,10,CT
12116313,3,T
12116314,13,CT
12116315,4,T
12116316,10,CT
12116317,11,CT
12116318,0,Bonus
12116319,8,CT
12116320,7,T
12116321,0,Bonus
12116322,10,CT
12116323,6,T
12116324,12,CT
12116325,1,T
12116326,9,CT
12116327,4,T
12116328,12,CT
12116329,2,T
12116330,11,CT
12116331,10,CT
12116332,2,T
12116333,7,T
12116334,12,CT
12116335,3,T
12116336,14,CT
12116337,14,CT
12116338,9,CT
12116339,1,T
12116340,10,CT
12116341,11,CT
12116342,11,CT
12116343,13,CT
12116344,4,T
12116345,11,CT
12116346,2,T
12116347,13,CT
12116348,0,Bonus
12116349,12,CT
12116350,4,T
12116351,12,CT
