session_id,outcome,color
12144012,0,Bonus
12144013,2,T
12144014,2,T
12144015,0,Bonus
12144016,7,T
12144017,13,CT
12144018,11,CT
12144019,13,CT
12144020,7,T
12144021,10,CT
12144022,6,T
12144023,7,T
12144024,3,T
12144025,6,T
12144026,5,T
12144027,2,T
12144028,7,T
12144029,7,T
12144030,4,T
12144031,11,CT
12144032,0,Bonus
12144033,7,T
12144034,12,CT
12144035,3,T
12144036,6,T
12144037,1,T
12144038,1,T
12144039,1,T
12144040,10,CT
12144041,1,T
12144042,2,T
12144043,11,CT
12144044,6,T
12144045,5,T
12144046,10,CT
12144047,2,T
12144048,9,CT
12144049,13,CT
12144050,11,CT
12144051,14,CT
12144052,4,T
12144053,4,T
12144054,3,T
12144055,14,CT
12144056,12,CT
12144057,4,T
12144058,4,T
12144059,0,Bonus
12144060,12,CT
12144061,4,T
12144062,4,T
12144063,11,CT
12144064,13,CT
12144065,14,CT
12144066,2,T
12144067,3,T
12144068,1,T
12144069,9,CT
12144070,6,T
12144071,7,T
12144072,5,T
12144073,10,CT
12144074,11,CT
12144075,5,T
12144076,9,CT
12144077,2,T
12144078,0,Bonus
12144079,0,Bonus
12144080,7,T
12144081,8,CT
12144082,12,CT
12144083,9,CT
12144084,3,T
12144085,10,CT
12144086,6,T
12144087,10,CT
12144088,11,CT
12144089,4,T
12144090,10,CT
12144091,10,CT
12144092,14,CT
12144093,14,CT
12144094,0,Bonus
12144095,5,T
12144096,8,CT
12144097,5,T
12144098,2,T
12144099,10,CT
12144100,5,T
12144101,4,T
12144102,1,T
12144103,0,Bonus
12144104,3,T
12144105,2,T
12144106,10,CT
12144107,9,CT
12144108,7,T
12144109,3,T
12144110,11,CT
12144111,0,Bonus
12144112,2,T
12144113,1,T
12144114,10,CT
12144115,11,CT
12144116,14,CT
12144117,5,T
12144118,1,T
12144119,4,T
12144120,2,T
12144121,0,Bonus
12144122,7,T
12144123,4,T
12144124,0,Bonus
12144125,0,Bonus
12144126,12,CT
12144127,12,CT
12144128,12,CT
12144129,13,CT
12144130,14,CT
12144131,7,T
12144132,2,T
12144133,9,CT
12144134,4,T
12144135,2,T
12144136,14,CT
12144137,12,CT
12144138,5,T
12144139,12,CT
12144140,9,CT
12144141,11,CT
12144142,2,T
12144143,13,CT
12144144,1,T
12144145,4,T
12144146,3,T
12144147,6,T
12144148,14,CT
12144149,0,Bonus
12144150,14,CT
12144151,13,CT
12144152,9,CT
12144153,10,CT
12144154,10,CT
12144155,1,T
12144156,11,CT
12144157,2,T
12144158,13,CT
12144159,1,T
12144160,11,CT
12144161,10,CT
12144162,7,T
12144163,6,T
12144164,14,CT
12144165,4,T
12144166,2,T
12144167,7,T
12144168,3,T
12144169,5,T
12144170,7,T
12144171,8,CT
12144172,13,CT
12144173,7,T
12144174,2,T
12144175,14,CT
12144176,7,T
12144177,0,Bonus
12144178,3,T
12144179,4,T
12144180,7,T
12144181,4,T
12144182,2,T
12144183,7,T
12144184,2,T
12144185,11,CT
12144186,5,T
12144187,14,CT
12144188,11,CT
12144189,4,T
12144190,14,CT
12144191,7,T
12144192,3,T
12144193,11,CT
12144194,1,T
12144195,9,CT
12144196,9,CT
12144197,7,T
12144198,14,CT
12144199,0,Bonus
12144200,12,CT
12144201,0,Bonus
12144202,0,Bonus
12144203,7,T
12144204,12,CT
12144205,8,CT
12144206,14,CT
12144207,4,T
12144208,8,CT
12144209,11,CT
12144210,3,T
12144211,1,T
12144212,6,T
12144213,8,CT
12144214,14,CT
12144215,9,CT
12144216,5,T
12144217,10,CT
12144218,5,T
12144219,12,CT
12144220,13,CT
12144221,13,CT
12144222,4,T
12144223,7,T
12144224,6,T
12144225,6,T
12144226,7,T
12144227,14,CT
12144228,0,Bonus
12144229,0,Bonus
12144230,2,T
12144231,13,CT
12144232,7,T
12144233,7,T
12144234,14,CT
12144235,2,T
12144236,12,CT
12144237,12,CT
12144238,6,T
12144239,6,T
