session_id,outcome,color
12154766,7,T
12154767,12,CT
12154768,12,CT
12154769,7,T
12154770,11,CT
12154771,8,CT
12154772,10,CT
12154773,6,T
12154774,1,T
12154775,9,CT
12154776,2,T
12154777,3,T
12154778,9,CT
12154779,5,T
12154780,10,CT
12154781,2,T
12154782,12,CT
12154783,4,T
12154784,4,T
12154785,1,T
12154786,7,T
12154787,8,CT
12154788,0,Bonus
12154789,8,CT
12154790,12,CT
12154791,3,T
12154792,8,CT
12154793,8,CT
12154794,12,CT
12154795,6,T
12154796,5,T
12154797,10,CT
12154798,7,T
12154799,9,CT
12154800,14,CT
12154801,9,CT
12154802,1,T
12154803,8,CT
12154804,8,CT
12154805,1,T
12154806,8,CT
12154807,0,Bonus
12154808,5,T
12154809,6,T
12154810,6,T
12154811,5,T
12154812,10,CT
12154813,3,T
12154814,12,CT
12154815,9,CT
12154816,8,CT
12154817,8,CT
12154818,3,T
12154819,1,T
12154820,8,CT
12154821,7,T
12154822,2,T
12154823,0,Bonus
12154824,3,T
12154825,5,T
12154826,2,T
12154827,2,T
12154828,14,CT
12154829,13,CT
12154830,11,CT
12154831,0,Bonus
12154832,8,CT
12154833,12,CT
12154834,6,T
12154835,5,T
12154836,6,T
12154837,9,CT
12154838,7,T
12154839,13,CT
12154840,11,CT
12154841,6,T
12154842,4,T
12154843,3,T
12154844,13,CT
12154845,0,Bonus
12154846,2,T
12154847,0,Bonus
12154848,0,Bonus
12154849,6,T
12154850,0,Bonus
12154851,6,T
12154852,1,T
12154853,0,Bonus
12154854,1,T
12154855,0,Bonus
12154856,3,T
12154857,6,T
12154858,14,CT
12154859,6,T
12154860,4,T
12154861,11,CT
12154862,1,T
12154863,5,T
12154864,2,T
12154865,3,T
12154866,14,CT
12154867,9,CT
12154868,0,Bonus
12154869,12,CT
12154870,1,T
12154871,5,T
12154872,2,T
12154873,3,T
12154874,2,T
12154875,11,CT
12154876,13,CT
12154877,6,T
12154878,0,Bonus
12154879,5,T
12154880,1,T
12154881,11,CT
12154882,11,CT
12154883,8,CT
12154884,2,T
12154885,14,CT
12154886,0,Bonus
12154887,0,Bonus
12154888,0,Bonus
12154889,11,CT
12154890,4,T
12154891,0,Bonus
12154892,0,Bonus
12154893,2,T
12154894,14,CT
12154895,5,T
12154896,7,T
12154897,7,T
12154898,14,CT
12154899,14,CT
12154900,3,T
12154901,9,CT
12154902,1,T
12154903,3,T
12154904,14,CT
12154905,5,T
12154906,12,CT
12154907,8,CT
12154908,9,CT
12154909,13,CT
12154910,10,CT
12154911,7,T
12154912,12,CT
12154913,13,CT
12154914,13,CT
12154915,13,CT
12154916,8,CT
12154917,7,T
12154918,8,CT
12154919,12,CT
12154920,6,T
12154921,0,Bonus
12154922,2,T
12154923,11,CT
12154924,1,T
12154925,12,CT
12154926,4,T
12154927,1,T
12154928,14,CT
12154929,14,CT
12154930,3,T
12154931,10,CT
12154932,7,T
12154933,6,T
12154934,4,T
12154935,3,T
12154936,14,CT
12154937,3,T
12154938,6,T
12154939,9,CT
12154940,0,Bonus
12154941,10,CT
12154942,6,T
12154943,6,T
12154944,1,T
12154945,14,CT
12154946,0,Bonus
12154947,2,T
12154948,5,T
12154949,13,CT
12154950,2,T
12154951,0,Bonus
12154952,10,CT
12154953,1,T
12154954,6,T
12154955,7,T
12154956,11,CT
12154957,3,T
12154958,4,T
12154959,1,T
12154960,9,CT
12154961,7,T
12154962,2,T
12154963,8,CT
12154964,1,T
12154965,10,CT
12154966,7,T
12154967,2,T
12154968,11,CT
12154969,11,CT
12154970,5,T
12154971,8,CT
12154972,5,T
12154973,7,T
12154974,4,T
12154975,9,CT
12154976,9,CT
12154977,0,Bonus
12154978,2,T
12154979,14,CT
12154980,7,T
12154981,8,CT
12154982,1,T
12154983,4,T
12154984,10,CT
12154985,5,T
12154986,12,CT
12154987,13,CT
12154988,14,CT
12154989,14,CT
12154990,13,CT
12154991,7,T
12154992,2,T
12154993,10,CT
12154994,1,T
12154995,13,CT
12154996,14,CT
12154997,11,CT
12154998,7,T
12154999,3,T
12155000,11,CT
12155001,8,CT
12155002,11,CT
12155003,5,T
12155004,5,T
12155005,5,T
12155006,0,Bonus
12155007,8,CT
12155008,12,CT
12155009,12,CT
12155010,13,CT
12155011,6,T
12155012,10,CT
12155013,11,CT
12155014,13,CT
12155015,12,CT
12155016,1,T
12155017,2,T
12155018,11,CT
12155019,10,CT
12155020,3,T
12155021,14,CT
12155022,5,T
12155023,2,T
12155024,4,T
12155025,6,T
12155026,14,CT
12155027,1,T
12155028,5,T
12155029,8,CT
12155030,14,CT
12155031,13,CT
12155032,0,Bonus
12155033,2,T
12155034,1,T
12155035,0,Bonus
12155036,12,CT
12155037,3,T
12155038,14,CT
12155039,1,T
12155040,7,T
12155041,10,CT
12155042,14,CT
12155043,3,T
12155044,6,T
12155045,7,T
12155046,7,T
12155047,11,CT
12155048,13,CT
12155049,2,T
12155050,8,CT
12155051,7,T
12155052,11,CT
12155053,2,T
12155054,10,CT
12155055,0,Bonus
12155056,7,T
12155057,6,T
12155058,5,T
12155059,9,CT
12155060,0,Bonus
12155061,7,T
12155062,10,CT
12155063,8,CT
12155064,0,Bonus
12155065,1,T
12155066,9,CT
12155067,11,CT
12155068,6,T
12155069,2,T
12155070,7,T
12155071,7,T
12155072,3,T
12155073,10,CT
12155074,0,Bonus
12155075,6,T
12155076,3,T
12155077,6,T
12155078,3,T
12155079,8,CT
12155080,3,T
12155081,3,T
12155082,5,T
12155083,14,CT
12155084,13,CT
12155085,1,T
12155086,7,T
12155087,8,CT
12155088,1,T
12155089,5,T
12155090,6,T
12155091,3,T
12155092,4,T
12155093,9,CT
12155094,5,T
12155095,1,T
12155096,0,Bonus
12155097,10,CT
12155098,7,T
12155099,2,T
12155100,3,T
12155101,9,CT
12155102,1,T
12155103,2,T
12155104,3,T
12155105,3,T
12155106,4,T
12155107,14,CT
12155108,5,T
12155109,10,CT
12155110,8,CT
12155111,8,CT
12155112,1,T
12155113,5,T
12155114,10,CT
12155115,14,CT
12155116,5,T
12155117,1,T
12155118,8,CT
12155119,10,CT
12155120,3,T
12155121,8,CT
12155122,11,CT
12155123,5,T
12155124,1,T
12155125,8,CT
12155126,4,T
12155127,9,CT
12155128,11,CT
12155129,1,T
12155130,11,CT
12155131,12,CT
12155132,12,CT
12155133,14,CT
12155134,14,CT
12155135,1,T
12155136,6,T
12155137,2,T
12155138,0,Bonus
12155139,12,CT
12155140,6,T
12155141,11,CT
12155142,9,CT
12155143,1,T
12155144,14,CT
12155145,0,Bonus
12155146,13,CT
12155147,13,CT
12155148,12,CT
12155149,6,T
12155150,11,CT
12155151,6,T
12155152,13,CT
12155153,7,T
12155154,0,Bonus
12155155,13,CT
12155156,14,CT
12155157,4,T
12155158,5,T
12155159,3,T
12155160,11,CT
12155161,3,T
12155162,2,T
12155163,6,T
12155164,2,T
12155165,8,CT
12155166,7,T
12155167,9,CT
12155168,3,T
12155169,1,T
12155170,1,T
12155171,11,CT
12155172,2,T
12155173,1,T
12155174,5,T
12155175,1,T
12155176,11,CT
12155177,11,CT
12155178,1,T
12155179,8,CT
12155180,5,T
12155181,11,CT
12155182,1,T
12155183,7,T
12155184,5,T
12155185,3,T
12155186,2,T
12155187,12,CT
12155188,7,T
12155189,10,CT
12155190,5,T
12155191,3,T
12155192,3,T
12155193,1,T
12155194,11,CT
12155195,14,CT
12155196,14,CT
12155197,0,Bonus
12155198,10,CT
12155199,6,T
12155200,5,T
12155201,7,T
12155202,9,CT
12155203,14,CT
12155204,0,Bonus
12155205,10,CT
12155206,14,CT
12155207,0,Bonus
12155208,13,CT
12155209,6,T
12155210,7,T
12155211,1,T
12155212,11,CT
12155213,13,CT
12155214,9,CT
12155215,13,CT
12155216,14,CT
12155217,2,T
12155218,6,T
12155219,11,CT
12155220,1,T
12155221,0,Bonus
12155222,14,CT
12155223,9,CT
12155224,9,CT
12155225,7,T
12155226,13,CT
12155227,4,T
12155228,2,T
12155229,5,T
12155230,0,Bonus
12155231,2,T
12155232,10,CT
12155233,13,CT
12155234,6,T
12155235,4,T
12155236,8,CT
12155237,8,CT
12155238,13,CT
12155239,6,T
12155240,0,Bonus
12155241,6,T
12155242,13,CT
12155243,12,CT
12155244,0,Bonus
12155245,4,T
12155246,13,CT
12155247,5,T
12155248,12,CT
12155249,14,CT
12155250,10,CT
12155251,13,CT
12155252,11,CT
12155253,14,CT
12155254,3,T
12155255,14,CT
12155256,13,CT
12155257,9,CT
12155258,2,T
12155259,14,CT
12155260,14,CT
12155261,13,CT
12155262,4,T
12155263,10,CT
12155264,0,Bonus
12155265,6,T
12155266,0,Bonus
12155267,1,T
12155268,1,T
12155269,8,CT
12155270,1,T
12155271,7,T
12155272,4,T
12155273,14,CT
12155274,13,CT
12155275,6,T
12155276,5,T
12155277,11,CT
12155278,2,T
12155279,10,CT
12155280,4,T
12155281,0,Bonus
12155282,4,T
12155283,2,T
12155284,14,CT
12155285,12,CT
12155286,10,CT
12155287,6,T
12155288,4,T
12155289,12,CT
12155290,4,T
12155291,13,CT
12155292,1,T
12155293,4,T
12155294,4,T
12155295,7,T
12155296,11,CT
12155297,3,T
12155298,8,CT
12155299,14,CT
12155300,5,T
12155301,4,T
12155302,10,CT
12155303,1,T
12155304,13,CT
12155305,8,CT
12155306,4,T
12155307,10,CT
12155308,5,T
12155309,12,CT
12155310,8,CT
12155311,7,T
12155312,8,CT
12155313,12,CT
12155314,14,CT
12155315,1,T
12155316,14,CT
12155317,0,Bonus
12155318,9,CT
12155319,6,T
12155320,12,CT
12155321,3,T
12155322,7,T
12155323,8,CT
12155324,4,T
12155325,4,T
12155326,6,T
12155327,11,CT
12155328,3,T
12155329,12,CT
12155330,3,T
12155331,13,CT
12155332,6,T
12155333,14,CT
12155334,8,CT
12155335,0,Bonus
12155336,1,T
12155337,0,Bonus
12155338,0,Bonus
12155339,12,CT
12155340,1,T
12155341,8,CT
12155342,4,T
12155343,3,T
12155344,3,T
12155345,14,CT
12155346,8,CT
12155347,3,T
12155348,6,T
12155349,10,CT
12155350,4,T
12155351,11,CT
12155352,4,T
12155353,0,Bonus
12155354,0,Bonus
12155355,3,T
12155356,10,CT
12155357,0,Bonus
12155358,6,T
12155359,0,Bonus
12155360,11,CT
12155361,4,T
12155362,3,T
12155363,3,T
12155364,14,CT
12155365,7,T
12155366,8,CT
12155367,12,CT
12155368,6,T
12155369,1,T
12155370,7,T
12155371,2,T
12155372,3,T
12155373,1,T
12155374,6,T
12155375,14,CT
12155376,8,CT
12155377,9,CT
12155378,4,T
12155379,4,T
12155380,3,T
12155381,3,T
12155382,11,CT
12155383,6,T
12155384,14,CT
12155385,1,T
12155386,0,Bonus
12155387,10,CT
12155388,8,CT
12155389,4,T
12155390,8,CT
12155391,11,CT
12155392,13,CT
12155393,8,CT
12155394,4,T
12155395,2,T
12155396,10,CT
12155397,1,T
12155398,6,T
12155399,11,CT
12155400,2,T
12155401,13,CT
12155402,10,CT
12155403,6,T
12155404,3,T
12155405,13,CT
12155406,5,T
12155407,8,CT
12155408,12,CT
12155409,1,T
12155410,4,T
12155411,8,CT
12155412,10,CT
12155413,2,T
12155414,6,T
12155415,5,T
12155416,12,CT
12155417,4,T
12155418,14,CT
12155419,7,T
12155420,10,CT
12155421,9,CT
12155422,14,CT
12155423,10,CT
12155424,7,T
12155425,0,Bonus
12155426,3,T
12155427,3,T
12155428,8,CT
12155429,6,T
12155430,4,T
12155431,4,T
12155432,10,CT
12155433,3,T
12155434,14,CT
12155435,5,T
12155436,6,T
12155437,7,T
12155438,10,CT
12155439,9,CT
12155440,6,T
12155441,10,CT
12155442,5,T
12155443,1,T
12155444,14,CT
12155445,0,Bonus
12155446,0,Bonus
12155447,3,T
12155448,11,CT
12155449,13,CT
12155450,0,Bonus
12155451,3,T
12155452,5,T
12155453,13,CT
12155454,1,T
12155455,10,CT
12155456,14,CT
12155457,11,CT
12155458,2,T
12155459,4,T
12155460,9,CT
12155461,3,T
12155462,12,CT
12155463,9,CT
12155464,13,CT
12155465,13,CT
12155466,2,T
12155467,11,CT
12155468,9,CT
12155469,0,Bonus
12155470,8,CT
12155471,14,CT
12155472,0,Bonus
12155473,7,T
12155474,5,T
12155475,0,Bonus
12155476,2,T
12155477,1,T
12155478,14,CT
12155479,14,CT
12155480,10,CT
12155481,13,CT
12155482,1,T
12155483,8,CT
12155484,5,T
12155485,12,CT
12155486,0,Bonus
12155487,11,CT
12155488,5,T
12155489,8,CT
12155490,0,Bonus
12155491,0,Bonus
12155492,6,T
12155493,6,T
12155494,4,T
12155495,2,T
12155496,5,T
12155497,4,T
12155498,10,CT
12155499,10,CT
12155500,12,CT
12155501,1,T
12155502,9,CT
12155503,12,CT
12155504,12,CT
12155505,9,CT
12155506,3,T
12155507,4,T
12155508,12,CT
12155509,5,T
12155510,13,CT
12155511,6,T
12155512,12,CT
12155513,6,T
12155514,8,CT
12155515,1,T
12155516,3,T
12155517,10,CT
12155518,3,T
12155519,2,T
12155520,1,T
12155521,5,T
