session_id,outcome,color
12136841,1,T
12136842,8,CT
12136843,6,T
12136844,5,T
12136845,9,CT
12136846,7,T
12136847,2,T
12136848,12,CT
12136849,10,CT
12136850,6,T
12136851,0,Bonus
12136852,6,T
12136853,6,T
12136854,7,T
12136855,6,T
12136856,11,CT
12136857,6,T
12136858,9,CT
12136859,13,CT
12136860,0,Bonus
12136861,3,T
12136862,12,CT
12136863,3,T
12136864,10,CT
12136865,14,CT
12136866,7,T
12136867,3,T
12136868,8,CT
12136869,0,Bonus
12136870,1,T
12136871,12,CT
12136872,6,T
12136873,7,T
12136874,7,T
12136875,1,T
12136876,6,T
12136877,13,CT
12136878,1,T
12136879,12,CT
12136880,0,Bonus
12136881,0,Bonus
12136882,12,CT
12136883,4,T
12136884,0,Bonus
12136885,11,CT
12136886,10,CT
12136887,3,T
12136888,9,CT
12136889,0,Bonus
12136890,7,T
12136891,13,CT
12136892,14,CT
12136893,2,T
12136894,3,T
12136895,9,CT
12136896,4,T
12136897,10,CT
12136898,2,T
12136899,9,CT
12136900,6,T
12136901,8,CT
12136902,7,T
12136903,0,Bonus
12136904,6,T
12136905,2,T
12136906,8,CT
12136907,13,CT
12136908,6,T
12136909,9,CT
12136910,9,CT
12136911,6,T
12136912,8,CT
12136913,6,T
12136914,9,CT
12136915,6,T
12136916,5,T
12136917,12,CT
12136918,13,CT
12136919,5,T
12136920,4,T
12136921,6,T
12136922,7,T
12136923,1,T
12136924,0,Bonus
12136925,2,T
12136926,12,CT
12136927,11,CT
12136928,0,Bonus
12136929,5,T
12136930,5,T
12136931,6,T
12136932,9,CT
12136933,7,T
12136934,2,T
12136935,12,CT
12136936,8,CT
12136937,8,CT
12136938,7,T
12136939,3,T
12136940,4,T
12136941,0,Bonus
12136942,9,CT
12136943,0,Bonus
12136944,11,CT
12136945,12,CT
12136946,4,T
12136947,10,CT
12136948,10,CT
12136949,5,T
12136950,12,CT
12136951,3,T
12136952,3,T
12136953,12,CT
12136954,8,CT
12136955,13,CT
12136956,13,CT
12136957,13,CT
12136958,9,CT
12136959,8,CT
12136960,4,T
12136961,6,T
12136962,2,T
12136963,12,CT
12136964,1,T
12136965,1,T
12136966,3,T
12136967,8,CT
12136968,13,CT
12136969,0,Bonus
12136970,4,T
12136971,3,T
12136972,1,T
12136973,4,T
12136974,11,CT
12136975,12,CT
12136976,13,CT
12136977,11,CT
12136978,3,T
12136979,14,CT
12136980,5,T
12136981,0,Bonus
12136982,4,T
12136983,10,CT
12136984,13,CT
12136985,2,T
12136986,8,CT
12136987,12,CT
12136988,11,CT
12136989,6,T
12136990,5,T
12136991,1,T
12136992,7,T
12136993,0,Bonus
12136994,14,CT
12136995,6,T
12136996,14,CT
12136997,0,Bonus
12136998,11,CT
12136999,11,CT
12137000,13,CT
12137001,4,T
12137002,5,T
12137003,4,T
12137004,7,T
12137005,10,CT
12137006,11,CT
12137007,5,T
12137008,9,CT
12137009,11,CT
12137010,12,CT
12137011,2,T
12137012,7,T
12137013,1,T
12137014,12,CT
12137015,2,T
12137016,11,CT
12137017,1,T
12137018,12,CT
12137019,2,T
12137020,3,T
12137021,6,T
12137022,5,T
12137023,1,T
12137024,8,CT
12137025,14,CT
12137026,6,T
12137027,9,CT
12137028,6,T
12137029,10,CT
12137030,3,T
12137031,12,CT
12137032,2,T
12137033,11,CT
12137034,0,Bonus
12137035,7,T
12137036,6,T
12137037,8,CT
12137038,4,T
12137039,13,CT
12137040,11,CT
12137041,4,T
12137042,11,CT
12137043,9,CT
12137044,6,T
12137045,3,T
12137046,8,CT
12137047,4,T
12137048,5,T
12137049,0,Bonus
12137050,4,T
12137051,7,T
12137052,0,Bonus
12137053,8,CT
12137054,9,CT
12137055,3,T
12137056,9,CT
12137057,12,CT
12137058,14,CT
12137059,3,T
12137060,5,T
12137061,13,CT
12137062,2,T
12137063,14,CT
12137064,8,CT
12137065,4,T
12137066,10,CT
12137067,3,T
12137068,9,CT
12137069,5,T
12137070,0,Bonus
12137071,13,CT
12137072,5,T
12137073,14,CT
12137074,11,CT
12137075,13,CT
12137076,7,T
12137077,10,CT
12137078,0,Bonus
12137079,13,CT
12137080,2,T
12137081,4,T
12137082,3,T
12137083,2,T
12137084,5,T
12137085,0,Bonus
12137086,13,CT
12137087,8,CT
12137088,9,CT
12137089,8,CT
12137090,2,T
12137091,4,T
12137092,11,CT
12137093,3,T
12137094,8,CT
12137095,13,CT
12137096,6,T
12137097,5,T
12137098,4,T
12137099,5,T
12137100,5,T
12137101,12,CT
12137102,4,T
12137103,6,T
12137104,12,CT
12137105,9,CT
12137106,8,CT
12137107,14,CT
12137108,10,CT
12137109,13,CT
12137110,1,T
12137111,10,CT
12137112,5,T
12137113,3,T
12137114,5,T
12137115,10,CT
12137116,8,CT
12137117,11,CT
12137118,5,T
12137119,14,CT
12137120,9,CT
12137121,11,CT
12137122,5,T
12137123,10,CT
12137124,10,CT
12137125,13,CT
12137126,4,T
12137127,11,CT
12137128,5,T
12137129,4,T
12137130,3,T
12137131,7,T
12137132,7,T
12137133,13,CT
12137134,1,T
12137135,12,CT
12137136,1,T
12137137,10,CT
12137138,3,T
12137139,1,T
12137140,0,Bonus
12137141,4,T
12137142,10,CT
12137143,10,CT
12137144,4,T
12137145,12,CT
12137146,3,T
12137147,13,CT
12137148,8,CT
12137149,8,CT
12137150,7,T
12137151,0,Bonus
12137152,2,T
12137153,1,T
12137154,1,T
12137155,7,T
12137156,8,CT
12137157,12,CT
12137158,3,T
12137159,3,T
12137160,8,CT
12137161,2,T
12137162,3,T
12137163,10,CT
12137164,9,CT
12137165,6,T
12137166,12,CT
12137167,3,T
12137168,0,Bonus
12137169,3,T
12137170,13,CT
12137171,0,Bonus
12137172,0,Bonus
12137173,0,Bonus
12137174,6,T
12137175,10,CT
12137176,9,CT
12137177,9,CT
12137178,5,T
12137179,0,Bonus
12137180,5,T
12137181,7,T
12137182,6,T
12137183,2,T
12137184,13,CT
12137185,5,T
12137186,14,CT
12137187,9,CT
12137188,4,T
12137189,1,T
12137190,6,T
12137191,0,Bonus
12137192,1,T
12137193,14,CT
12137194,2,T
12137195,3,T
12137196,0,Bonus
12137197,9,CT
12137198,5,T
12137199,4,T
12137200,2,T
12137201,12,CT
12137202,7,T
12137203,4,T
12137204,10,CT
12137205,4,T
12137206,9,CT
12137207,12,CT
12137208,10,CT
12137209,1,T
12137210,0,Bonus
12137211,9,CT
12137212,14,CT
12137213,14,CT
12137214,7,T
12137215,8,CT
12137216,5,T
12137217,2,T
12137218,10,CT
12137219,8,CT
12137220,9,CT
12137221,13,CT
12137222,14,CT
12137223,4,T
12137224,4,T
12137225,2,T
12137226,14,CT
12137227,0,Bonus
12137228,1,T
12137229,13,CT
12137230,10,CT
12137231,13,CT
12137232,1,T
12137233,6,T
12137234,12,CT
12137235,9,CT
12137236,3,T
12137237,4,T
12137238,12,CT
12137239,4,T
12137240,4,T
12137241,2,T
12137242,2,T
12137243,1,T
12137244,8,CT
12137245,7,T
12137246,3,T
12137247,10,CT
12137248,12,CT
12137249,14,CT
12137250,2,T
12137251,5,T
12137252,6,T
12137253,10,CT
12137254,14,CT
12137255,1,T
12137256,3,T
12137257,8,CT
12137258,2,T
12137259,13,CT
12137260,14,CT
12137261,7,T
12137262,14,CT
12137263,10,CT
12137264,13,CT
12137265,7,T
12137266,5,T
12137267,9,CT
12137268,4,T
12137269,14,CT
12137270,14,CT
12137271,7,T
12137272,9,CT
12137273,14,CT
12137274,8,CT
12137275,2,T
12137276,14,CT
12137277,5,T
12137278,2,T
12137279,3,T
12137280,2,T
12137281,9,CT
12137282,7,T
12137283,0,Bonus
12137284,1,T
12137285,4,T
12137286,5,T
12137287,5,T
12137288,13,CT
12137289,4,T
12137290,13,CT
12137291,1,T
12137292,12,CT
12137293,1,T
12137294,7,T
12137295,10,CT
12137296,0,Bonus
12137297,2,T
12137298,13,CT
12137299,11,CT
12137300,10,CT
12137301,14,CT
12137302,0,Bonus
12137303,11,CT
12137304,9,CT
12137305,13,CT
12137306,3,T
12137307,14,CT
12137308,9,CT
12137309,8,CT
12137310,0,Bonus
12137311,4,T
12137312,2,T
12137313,2,T
12137314,14,CT
12137315,5,T
12137316,13,CT
12137317,0,Bonus
12137318,13,CT
12137319,11,CT
12137320,1,T
12137321,11,CT
12137322,11,CT
12137323,4,T
12137324,12,CT
12137325,13,CT
12137326,13,CT
12137327,11,CT
12137328,7,T
12137329,6,T
12137330,3,T
12137331,8,CT
12137332,9,CT
12137333,1,T
12137334,7,T
12137335,12,CT
12137336,9,CT
12137337,13,CT
12137338,12,CT
12137339,10,CT
12137340,7,T
12137341,9,CT
12137342,8,CT
12137343,12,CT
12137344,1,T
12137345,5,T
12137346,4,T
12137347,0,Bonus
12137348,10,CT
12137349,2,T
12137350,10,CT
12137351,9,CT
12137352,4,T
12137353,4,T
12137354,2,T
12137355,9,CT
12137356,2,T
12137357,14,CT
12137358,10,CT
12137359,4,T
12137360,12,CT
12137361,6,T
12137362,12,CT
12137363,1,T
12137364,0,Bonus
12137365,7,T
12137366,5,T
12137367,1,T
12137368,10,CT
12137369,5,T
12137370,12,CT
12137371,3,T
12137372,14,CT
12137373,1,T
12137374,2,T
12137375,8,CT
12137376,14,CT
12137377,9,CT
12137378,9,CT
12137379,11,CT
12137380,9,CT
12137381,7,T
12137382,5,T
12137383,13,CT
12137384,11,CT
12137385,6,T
12137386,11,CT
12137387,6,T
12137388,10,CT
12137389,2,T
12137390,2,T
12137391,14,CT
12137392,0,Bonus
12137393,8,CT
12137394,10,CT
12137395,3,T
12137396,9,CT
12137397,7,T
12137398,1,T
12137399,0,Bonus
12137400,8,CT
12137401,0,Bonus
12137402,2,T
12137403,11,CT
12137404,10,CT
12137405,5,T
12137406,8,CT
12137407,11,CT
12137408,13,CT
12137409,11,CT
12137410,2,T
12137411,6,T
12137412,5,T
12137413,1,T
12137414,6,T
12137415,11,CT
12137416,7,T
12137417,10,CT
12137418,2,T
12137419,9,CT
12137420,14,CT
12137421,8,CT
12137422,12,CT
12137423,2,T
12137424,5,T
12137425,12,CT
12137426,4,T
12137427,5,T
12137428,2,T
12137429,11,CT
12137430,4,T
12137431,13,CT
12137432,1,T
12137433,2,T
12137434,5,T
12137435,4,T
12137436,2,T
12137437,12,CT
12137438,10,CT
12137439,8,CT
12137440,7,T
12137441,9,CT
12137442,12,CT
12137443,7,T
12137444,9,CT
12137445,3,T
12137446,4,T
12137447,14,CT
12137448,2,T
12137449,2,T
12137450,10,CT
12137451,6,T
12137452,0,Bonus
12137453,0,Bonus
12137454,10,CT
12137455,5,T
12137456,8,CT
12137457,4,T
12137458,8,CT
12137459,11,CT
12137460,6,T
12137461,8,CT
12137462,2,T
12137463,6,T
12137464,3,T
12137465,3,T
12137466,5,T
12137467,6,T
12137468,0,Bonus
12137469,4,T
12137470,6,T
12137471,11,CT
12137472,5,T
12137473,8,CT
12137474,12,CT
12137475,11,CT
12137476,4,T
12137477,1,T
12137478,11,CT
12137479,0,Bonus
12137480,3,T
12137481,3,T
12137482,8,CT
12137483,9,CT
12137484,10,CT
12137485,7,T
12137486,9,CT
12137487,9,CT
12137488,9,CT
12137489,2,T
12137490,1,T
12137491,5,T
12137492,1,T
12137493,2,T
12137494,11,CT
12137495,1,T
12137496,8,CT
12137497,3,T
12137498,3,T
12137499,13,CT
12137500,2,T
12137501,2,T
12137502,14,CT
12137503,9,CT
12137504,11,CT
12137505,8,CT
12137506,7,T
