session_id,outcome,color
12165521,12,CT
12165522,14,CT
12165523,1,T
12165524,1,T
12165525,5,T
12165526,7,T
12165527,4,T
12165528,8,CT
12165529,11,CT
12165530,2,T
12165531,7,T
12165532,0,Bonus
12165533,12,CT
12165534,5,T
12165535,3,T
12165536,3,T
12165537,14,CT
12165538,11,CT
12165539,9,CT
12165540,8,CT
12165541,10,CT
12165542,12,CT
12165543,9,CT
12165544,10,CT
12165545,3,T
12165546,4,T
12165547,1,T
12165548,1,T
12165549,1,T
12165550,13,CT
12165551,12,CT
12165552,2,T
12165553,2,T
12165554,0,Bonus
12165555,13,CT
12165556,11,CT
12165557,7,T
12165558,4,T
12165559,13,CT
12165560,0,Bonus
12165561,12,CT
12165562,9,CT
12165563,10,CT
12165564,6,T
12165565,1,T
12165566,3,T
12165567,7,T
12165568,0,Bonus
12165569,7,T
12165570,11,CT
12165571,3,T
12165572,14,CT
12165573,4,T
12165574,8,CT
12165575,1,T
12165576,11,CT
12165577,5,T
12165578,14,CT
12165579,5,T
12165580,8,CT
12165581,9,CT
12165582,9,CT
12165583,11,CT
12165584,10,CT
12165585,1,T
12165586,5,T
12165587,13,CT
12165588,14,CT
12165589,13,CT
12165590,6,T
12165591,6,T
12165592,13,CT
12165593,0,Bonus
12165594,13,CT
12165595,14,CT
12165596,12,CT
12165597,0,Bonus
12165598,11,CT
12165599,7,T
12165600,14,CT
12165601,3,T
12165602,13,CT
12165603,10,CT
12165604,14,CT
12165605,10,CT
12165606,12,CT
12165607,4,T
12165608,0,Bonus
12165609,3,T
12165610,8,CT
12165611,1,T
12165612,8,CT
12165613,9,CT
12165614,12,CT
12165615,7,T
12165616,7,T
12165617,6,T
12165618,6,T
12165619,10,CT
12165620,3,T
12165621,7,T
12165622,9,CT
12165623,13,CT
12165624,0,Bonus
12165625,2,T
12165626,9,CT
12165627,9,CT
12165628,14,CT
12165629,4,T
12165630,14,CT
12165631,3,T
12165632,2,T
12165633,7,T
12165634,10,CT
12165635,10,CT
12165636,14,CT
12165637,0,Bonus
12165638,2,T
12165639,3,T
12165640,4,T
12165641,9,CT
12165642,12,CT
12165643,2,T
12165644,7,T
12165645,1,T
12165646,8,CT
12165647,3,T
12165648,4,T
12165649,9,CT
12165650,5,T
12165651,7,T
12165652,1,T
12165653,11,CT
12165654,7,T
12165655,4,T
12165656,10,CT
12165657,2,T
12165658,6,T
12165659,8,CT
12165660,0,Bonus
12165661,8,CT
12165662,2,T
12165663,11,CT
12165664,3,T
