session_id,outcome,color
12161935,13,CT
12161936,6,T
12161937,0,Bonus
12161938,13,CT
12161939,14,CT
12161940,12,CT
12161941,12,CT
12161942,4,T
12161943,0,Bonus
12161944,7,T
12161945,7,T
12161946,9,CT
12161947,8,CT
12161948,4,T
12161949,11,CT
12161950,5,T
12161951,14,CT
12161952,9,CT
12161953,0,Bonus
12161954,7,T
12161955,11,CT
12161956,7,T
12161957,14,CT
12161958,13,CT
12161959,0,Bonus
12161960,3,T
12161961,10,CT
12161962,1,T
12161963,6,T
12161964,1,T
12161965,4,T
12161966,2,T
12161967,4,T
12161968,0,Bonus
12161969,7,T
12161970,12,CT
12161971,8,CT
12161972,6,T
12161973,3,T
12161974,3,T
12161975,1,T
12161976,3,T
12161977,12,CT
12161978,8,CT
12161979,0,Bonus
12161980,6,T
12161981,6,T
12161982,6,T
12161983,2,T
12161984,9,CT
12161985,5,T
12161986,0,Bonus
12161987,13,CT
12161988,13,CT
12161989,4,T
12161990,10,CT
12161991,3,T
12161992,1,T
12161993,12,CT
12161994,12,CT
12161995,10,CT
12161996,0,Bonus
12161997,5,T
12161998,1,T
12161999,6,T
12162000,7,T
12162001,7,T
12162002,1,T
12162003,3,T
12162004,12,CT
12162005,11,CT
12162006,4,T
12162007,1,T
12162008,9,CT
12162009,1,T
12162010,5,T
12162011,12,CT
12162012,2,T
12162013,2,T
12162014,4,T
12162015,6,T
12162016,12,CT
12162017,11,CT
12162018,13,CT
12162019,0,Bonus
12162020,8,CT
12162021,14,CT
12162022,9,CT
12162023,0,Bonus
12162024,0,Bonus
12162025,0,Bonus
12162026,0,Bonus
12162027,10,CT
12162028,0,Bonus
12162029,9,CT
12162030,10,CT
12162031,3,T
12162032,2,T
12162033,5,T
12162034,11,CT
12162035,1,T
12162036,0,Bonus
12162037,12,CT
12162038,12,CT
12162039,0,Bonus
12162040,10,CT
12162041,3,T
12162042,3,T
12162043,1,T
12162044,13,CT
12162045,11,CT
12162046,6,T
12162047,4,T
12162048,13,CT
12162049,8,CT
12162050,3,T
12162051,2,T
12162052,8,CT
12162053,0,Bonus
12162054,6,T
12162055,8,CT
12162056,13,CT
12162057,1,T
12162058,7,T
12162059,5,T
12162060,12,CT
12162061,3,T
12162062,9,CT
12162063,4,T
12162064,4,T
12162065,10,CT
12162066,4,T
12162067,0,Bonus
12162068,6,T
12162069,9,CT
12162070,12,CT
12162071,4,T
12162072,2,T
12162073,9,CT
12162074,2,T
12162075,8,CT
12162076,0,Bonus
12162077,6,T
12162078,14,CT
12162079,13,CT
12162080,12,CT
12162081,9,CT
12162082,5,T
12162083,12,CT
12162084,12,CT
12162085,6,T
12162086,7,T
12162087,3,T
12162088,14,CT
12162089,1,T
12162090,7,T
12162091,12,CT
12162092,0,Bonus
12162093,2,T
12162094,9,CT
12162095,10,CT
12162096,14,CT
12162097,6,T
12162098,7,T
12162099,10,CT
12162100,9,CT
12162101,6,T
12162102,11,CT
12162103,12,CT
12162104,10,CT
12162105,8,CT
12162106,7,T
12162107,8,CT
12162108,0,Bonus
12162109,1,T
12162110,3,T
12162111,6,T
12162112,7,T
12162113,7,T
12162114,8,CT
12162115,2,T
12162116,12,CT
12162117,4,T
12162118,6,T
12162119,3,T
12162120,1,T
12162121,5,T
12162122,3,T
12162123,13,CT
12162124,4,T
12162125,3,T
12162126,8,CT
12162127,4,T
12162128,10,CT
12162129,9,CT
12162130,0,Bonus
12162131,5,T
12162132,11,CT
12162133,6,T
12162134,3,T
12162135,13,CT
12162136,10,CT
12162137,6,T
12162138,3,T
12162139,3,T
12162140,12,CT
12162141,1,T
12162142,2,T
12162143,2,T
12162144,0,Bonus
12162145,12,CT
12162146,8,CT
12162147,9,CT
12162148,6,T
12162149,2,T
12162150,0,Bonus
12162151,8,CT
12162152,8,CT
12162153,1,T
12162154,7,T
12162155,9,CT
12162156,3,T
12162157,8,CT
12162158,6,T
12162159,7,T
12162160,13,CT
12162161,12,CT
12162162,12,CT
12162163,13,CT
12162164,3,T
12162165,7,T
12162166,10,CT
12162167,9,CT
12162168,5,T
12162169,10,CT
12162170,12,CT
12162171,10,CT
12162172,1,T
12162173,11,CT
12162174,11,CT
12162175,12,CT
12162176,11,CT
12162177,4,T
12162178,6,T
12162179,10,CT
12162180,0,Bonus
12162181,12,CT
12162182,12,CT
12162183,9,CT
12162184,9,CT
12162185,13,CT
12162186,4,T
12162187,9,CT
12162188,11,CT
12162189,4,T
12162190,5,T
12162191,0,Bonus
12162192,9,CT
12162193,0,Bonus
12162194,1,T
12162195,3,T
12162196,7,T
12162197,0,Bonus
12162198,3,T
12162199,11,CT
12162200,0,Bonus
12162201,5,T
12162202,0,Bonus
12162203,7,T
12162204,11,CT
12162205,10,CT
12162206,11,CT
12162207,10,CT
12162208,6,T
12162209,1,T
12162210,4,T
12162211,11,CT
12162212,1,T
12162213,3,T
12162214,3,T
12162215,7,T
12162216,10,CT
12162217,14,CT
12162218,14,CT
12162219,12,CT
12162220,7,T
12162221,8,CT
12162222,9,CT
12162223,5,T
12162224,9,CT
12162225,1,T
12162226,13,CT
12162227,10,CT
12162228,4,T
12162229,11,CT
12162230,9,CT
12162231,7,T
12162232,3,T
12162233,12,CT
12162234,0,Bonus
12162235,7,T
12162236,4,T
12162237,14,CT
12162238,5,T
12162239,11,CT
12162240,11,CT
12162241,11,CT
12162242,6,T
12162243,10,CT
12162244,1,T
12162245,9,CT
12162246,14,CT
12162247,6,T
12162248,7,T
12162249,7,T
12162250,1,T
12162251,5,T
12162252,10,CT
12162253,1,T
12162254,6,T
12162255,14,CT
12162256,0,Bonus
12162257,3,T
12162258,1,T
12162259,12,CT
12162260,6,T
12162261,11,CT
12162262,10,CT
12162263,2,T
12162264,9,CT
12162265,13,CT
12162266,1,T
12162267,6,T
12162268,14,CT
12162269,5,T
12162270,4,T
12162271,1,T
12162272,4,T
12162273,3,T
12162274,9,CT
12162275,13,CT
12162276,6,T
12162277,3,T
12162278,8,CT
12162279,9,CT
12162280,5,T
12162281,0,Bonus
12162282,9,CT
12162283,2,T
12162284,6,T
12162285,1,T
12162286,0,Bonus
12162287,5,T
12162288,5,T
12162289,14,CT
12162290,12,CT
12162291,13,CT
12162292,3,T
12162293,14,CT
12162294,9,CT
12162295,4,T
12162296,7,T
12162297,1,T
12162298,12,CT
12162299,2,T
12162300,5,T
12162301,2,T
12162302,14,CT
12162303,8,CT
12162304,6,T
12162305,9,CT
12162306,11,CT
12162307,4,T
12162308,1,T
12162309,0,Bonus
12162310,13,CT
12162311,2,T
12162312,6,T
12162313,7,T
12162314,8,CT
12162315,4,T
12162316,13,CT
12162317,11,CT
12162318,11,CT
12162319,13,CT
12162320,7,T
12162321,9,CT
12162322,13,CT
12162323,6,T
12162324,0,Bonus
12162325,12,CT
12162326,0,Bonus
12162327,0,Bonus
12162328,10,CT
12162329,6,T
12162330,0,Bonus
12162331,7,T
12162332,2,T
12162333,11,CT
12162334,3,T
12162335,12,CT
12162336,14,CT
12162337,0,Bonus
12162338,9,CT
12162339,14,CT
12162340,0,Bonus
12162341,1,T
12162342,5,T
12162343,4,T
12162344,13,CT
12162345,5,T
12162346,7,T
12162347,9,CT
12162348,5,T
12162349,3,T
12162350,4,T
12162351,3,T
12162352,0,Bonus
12162353,3,T
12162354,7,T
12162355,8,CT
12162356,3,T
12162357,2,T
12162358,0,Bonus
12162359,8,CT
12162360,1,T
12162361,8,CT
12162362,5,T
12162363,11,CT
12162364,12,CT
