session_id,outcome,color
12104583,2,T
12104584,14,CT
12104585,7,T
12104586,0,Bonus
12104587,1,T
12104588,14,CT
12104589,6,T
12104590,11,CT
12104591,1,T
12104592,11,CT
12104593,10,CT
12104594,9,CT
12104595,4,T
12104596,4,T
12104597,14,CT
12104598,13,CT
12104599,14,CT
12104600,9,CT
12104601,7,T
12104602,6,T
12104603,7,T
12104604,11,CT
12104605,12,CT
12104606,2,T
12104607,13,CT
12104608,12,CT
12104609,9,CT
12104610,11,CT
12104611,2,T
12104612,4,T
12104613,2,T
12104614,3,T
12104615,10,CT
12104616,4,T
12104617,4,T
12104618,6,T
12104619,4,T
12104620,0,Bonus
12104621,2,T
12104622,5,T
12104623,3,T
12104624,3,T
12104625,11,CT
12104626,3,T
12104627,10,CT
12104628,13,CT
12104629,0,Bonus
12104630,7,T
12104631,14,CT
12104632,3,T
12104633,3,T
12104634,10,CT
12104635,6,T
12104636,8,CT
12104637,11,CT
12104638,0,Bonus
12104639,14,CT
12104640,14,CT
12104641,1,T
12104642,11,CT
12104643,10,CT
12104644,11,CT
12104645,11,CT
12104646,9,CT
12104647,4,T
12104648,1,T
12104649,8,CT
12104650,12,CT
12104651,12,CT
12104652,12,CT
12104653,14,CT
12104654,11,CT
12104655,1,T
12104656,10,CT
12104657,13,CT
12104658,3,T
12104659,10,CT
12104660,11,CT
12104661,0,Bonus
12104662,12,CT
12104663,10,CT
12104664,6,T
12104665,5,T
12104666,14,CT
12104667,13,CT
12104668,1,T
12104669,5,T
12104670,0,Bonus
12104671,12,CT
12104672,9,CT
12104673,1,T
12104674,0,Bonus
12104675,2,T
12104676,13,CT
12104677,10,CT
12104678,14,CT
12104679,11,CT
12104680,13,CT
12104681,9,CT
12104682,5,T
12104683,3,T
12104684,6,T
12104685,5,T
12104686,3,T
12104687,11,CT
12104688,13,CT
12104689,11,CT
12104690,9,CT
12104691,5,T
12104692,11,CT
12104693,13,CT
12104694,9,CT
12104695,9,CT
12104696,0,Bonus
12104697,2,T
12104698,13,CT
12104699,5,T
12104700,0,Bonus
12104701,11,CT
12104702,9,CT
12104703,8,CT
12104704,12,CT
12104705,2,T
12104706,12,CT
12104707,6,T
12104708,14,CT
12104709,5,T
12104710,2,T
12104711,10,CT
12104712,9,CT
12104713,8,CT
12104714,0,Bonus
12104715,4,T
12104716,1,T
12104717,6,T
12104718,4,T
12104719,9,CT
12104720,6,T
12104721,1,T
12104722,3,T
12104723,5,T
12104724,14,CT
12104725,4,T
12104726,13,CT
12104727,11,CT
12104728,8,CT
12104729,6,T
12104730,3,T
